Date,Node,Percentile,Node_Name,Node,Natural_Flow_AF,Rank,Node_Order
2005,29,47.62,SOUTH PLATTE RIVER NEAR,6754000,1131003,30,1344
2005,30,44.44,SOUTH PLATTE RIVER NEAR,6758500,1185446,28,1365
2005,31,39.68,SOUTH PLATTE RIVER AT CO,6759910,1165482,25,1392
2005,32,34.92,SOUTH PLATTE RIVER AT JU,6764000,1214827,22,1442
2006,0,15.87,CACHE LA POUDRE RIVER NE,6752500,50271,10,181
2006,1,3.17,LITTLE THOMPSON RIVER AT,LTCANYCO,515,2,194
2006,2,9.52,FISH CREEK NEAR ESTES PA,6734500,363,6,254
2006,3,6.35,BIG THOMPSON RIVER AT MO,6744000,49096,4,299
2006,4,9.52,LEFT HAND CREEK NEAR BOU,6724500,4067,6,402
2006,5,4.76,COAL CREEK NEAR PLAINVIE,6730300,379,3,436
2006,6,22.22,SOUTH BOULDER CREEK NEAR,6729500,34856,14,482
2006,7,17.46,FOURMILE CREEK AT ORODEL,6727500,2548,11,510
2006,8,36.51,MIDDLE BOULDER CREEK AT,6725500,35766,23,512
2006,9,7.94,BOULDER CREEK AT MOUTH N,6730500,72625,5,587
2006,10,14.29,ST. VRAIN CREEK AT MOUTH,6731000,168686,9,596
2006,11,30.16,BIG DRY CREEK AT WESTMIN,6720820,6673,19,666
2006,12,20.63,PLUM CREEK AT TITAN ROAD,6709530,13086,13,770
2006,13,25.4,NORTH FORK SOUTH PLATTE,PLAGRACO,38150,16,796
2006,14,20.63,NORTH FORK SOUTH PLATTE,PLABAICO,46116,13,804
2006,15,50.79,ROCK CREEK ABOVE CONFLUE,2302915,4592,32,864
2006,16,15.87,SOUTH PLATTE RIVER BELOW,PLAANTCO,13754,10,912
2006,17,44.44,S PLATTE RIV AB 11-MILE,6695000,62114,28,931
2006,18,33.33,SOUTH PLATTE RIVER NEAR,6696000,67137,21,936
2006,19,41.27,SOUTH PLATTE RIVER BELOW,6701500,130231,26,942
2006,20,31.75,SOUTH PLATTE RIVER AT SO,6707500,211674,20,943
2006,21,30.16,SOUTH PLATTE RIVER AT WA,6708000,218742,19,956
2006,22,14.29,BEAR CREEK AT SHERIDAN,6711500,16761,9,993
2006,23,22.22,SOUTH PLATTE RIVER AT EN,6711565,249006,14,994
2006,24,7.94,"CHERRY CREEK AT DENVER,",6713500,7399,5,1022
2006,25,26.98,SOUTH PLATTE RIVER AT DE,6714000,298222,17,1028
2006,26,22.22,CLEAR CREEK AT DERBY,6720000,147079,14,1273
2006,27,20.63,SOUTH PLATTE RIVER AT HE,6720500,441246,13,1290
2006,28,20.63,SOUTH PLATTE RIVER AT FO,6721000,460200,13,1300
2006,29,15.87,SOUTH PLATTE RIVER NEAR,6754000,741223,10,1344
2006,30,12.7,SOUTH PLATTE RIVER NEAR,6758500,787277,8,1365
2006,31,7.94,SOUTH PLATTE RIVER AT CO,6759910,786122,5,1392
2006,32,6.35,SOUTH PLATTE RIVER AT JU,6764000,855998,4,1442
2007,0,26.98,CACHE LA POUDRE RIVER NE,6752500,56553,17,181
2007,1,52.38,LITTLE THOMPSON RIVER AT,LTCANYCO,8590,33,194
2007,2,65.08,FISH CREEK NEAR ESTES PA,6734500,1797,41,254
2007,3,26.98,BIG THOMPSON RIVER AT MO,6744000,97950,17,299
2007,4,53.97,LEFT HAND CREEK NEAR BOU,6724500,7766,34,402
2007,5,71.43,COAL CREEK NEAR PLAINVIE,6730300,4253,45,436
2007,6,47.62,SOUTH BOULDER CREEK NEAR,6729500,45475,30,482
2007,7,65.08,FOURMILE CREEK AT ORODEL,6727500,5058,41,510
2007,8,34.92,MIDDLE BOULDER CREEK AT,6725500,35756,22,512
2007,9,33.33,BOULDER CREEK AT MOUTH N,6730500,104086,21,587
2007,10,41.27,ST. VRAIN CREEK AT MOUTH,6731000,237375,26,596
2007,11,39.68,BIG DRY CREEK AT WESTMIN,6720820,7523,25,666
2007,12,87.3,PLUM CREEK AT TITAN ROAD,6709530,51103,55,770
2007,13,84.13,NORTH FORK SOUTH PLATTE,PLAGRACO,60099,53,796
2007,14,87.3,NORTH FORK SOUTH PLATTE,PLABAICO,91653,55,804
2007,15,90.48,ROCK CREEK ABOVE CONFLUE,2302915,9594,57,864
2007,16,68.25,SOUTH PLATTE RIVER BELOW,PLAANTCO,22327,43,912
2007,17,68.25,S PLATTE RIV AB 11-MILE,6695000,74891,43,931
2007,18,69.84,SOUTH PLATTE RIVER NEAR,6696000,82743,44,936
2007,19,80.95,SOUTH PLATTE RIVER BELOW,6701500,215995,51,942
2007,20,88.89,SOUTH PLATTE RIVER AT SO,6707500,447583,56,943
2007,21,88.89,SOUTH PLATTE RIVER AT WA,6708000,464148,56,956
2007,22,82.54,BEAR CREEK AT SHERIDAN,6711500,73813,52,993
2007,23,84.13,SOUTH PLATTE RIVER AT EN,6711565,603348,53,994
2007,24,82.54,"CHERRY CREEK AT DENVER,",6713500,28955,52,1022
2007,25,90.48,SOUTH PLATTE RIVER AT DE,6714000,704411,57,1028
2007,26,77.78,CLEAR CREEK AT DERBY,6720000,230200,49,1273
2007,27,85.71,SOUTH PLATTE RIVER AT HE,6720500,937877,54,1290
2007,28,85.71,SOUTH PLATTE RIVER AT FO,6721000,982539,54,1300
2007,29,66.67,SOUTH PLATTE RIVER NEAR,6754000,1405790,42,1344
2007,30,65.08,SOUTH PLATTE RIVER NEAR,6758500,1376279,41,1365
2007,31,61.9,SOUTH PLATTE RIVER AT CO,6759910,1345820,39,1392
2007,32,50.79,SOUTH PLATTE RIVER AT JU,6764000,1378776,32,1442
2008,0,38.1,CACHE LA POUDRE RIVER NE,6752500,65486,24,181
2008,1,9.52,LITTLE THOMPSON RIVER AT,LTCANYCO,1548,6,194
2008,2,23.81,FISH CREEK NEAR ESTES PA,6734500,701,15,254
2008,3,14.29,BIG THOMPSON RIVER AT MO,6744000,72944,9,299
2008,4,34.92,LEFT HAND CREEK NEAR BOU,6724500,5826,22,402
2008,5,11.11,COAL CREEK NEAR PLAINVIE,6730300,1008,7,436
2008,6,31.75,SOUTH BOULDER CREEK NEAR,6729500,39452,20,482
2008,7,15.87,FOURMILE CREEK AT ORODEL,6727500,2545,10,510
2008,8,42.86,MIDDLE BOULDER CREEK AT,6725500,37973,27,512
2008,9,17.46,BOULDER CREEK AT MOUTH N,6730500,84764,11,587
2008,10,28.57,ST. VRAIN CREEK AT MOUTH,6731000,204927,18,596
2008,11,6.35,BIG DRY CREEK AT WESTMIN,6720820,3883,4,666
2008,12,42.86,PLUM CREEK AT TITAN ROAD,6709530,17172,27,770
2008,13,39.68,NORTH FORK SOUTH PLATTE,PLAGRACO,43450,25,796
2008,14,42.86,NORTH FORK SOUTH PLATTE,PLABAICO,54501,27,804
2008,15,61.9,ROCK CREEK ABOVE CONFLUE,2302915,5272,39,864
2008,16,76.19,SOUTH PLATTE RIVER BELOW,PLAANTCO,23352,48,912
2008,17,76.19,S PLATTE RIV AB 11-MILE,6695000,80211,48,931
2008,18,71.43,SOUTH PLATTE RIVER NEAR,6696000,85122,45,936
2008,19,68.25,SOUTH PLATTE RIVER BELOW,6701500,158346,43,942
2008,20,61.9,SOUTH PLATTE RIVER AT SO,6707500,261858,39,943
2008,21,60.32,SOUTH PLATTE RIVER AT WA,6708000,262889,38,956
2008,22,34.92,BEAR CREEK AT SHERIDAN,6711500,25174,22,993
2008,23,44.44,SOUTH PLATTE RIVER AT EN,6711565,304891,28,994
2008,24,47.62,"CHERRY CREEK AT DENVER,",6713500,14795,30,1022
2008,25,47.62,SOUTH PLATTE RIVER AT DE,6714000,365083,30,1028
2008,26,34.92,CLEAR CREEK AT DERBY,6720000,156571,22,1273
2008,27,38.1,SOUTH PLATTE RIVER AT HE,6720500,523843,24,1290
2008,28,41.27,SOUTH PLATTE RIVER AT FO,6721000,552540,26,1300
2008,29,28.57,SOUTH PLATTE RIVER NEAR,6754000,908828,18,1344
2008,30,22.22,SOUTH PLATTE RIVER NEAR,6758500,925886,14,1365
2008,31,17.46,SOUTH PLATTE RIVER AT CO,6759910,921220,11,1392
2008,32,15.87,SOUTH PLATTE RIVER AT JU,6764000,933342,10,1442
2009,0,61.9,CACHE LA POUDRE RIVER NE,6752500,107110,39,181
2009,1,26.98,LITTLE THOMPSON RIVER AT,LTCANYCO,4084,17,194
2009,2,50.79,FISH CREEK NEAR ESTES PA,6734500,1089,32,254
2009,3,33.33,BIG THOMPSON RIVER AT MO,6744000,115270,21,299
2009,4,42.86,LEFT HAND CREEK NEAR BOU,6724500,6569,27,402
2009,5,65.08,COAL CREEK NEAR PLAINVIE,6730300,3785,41,436
2009,6,46.03,SOUTH BOULDER CREEK NEAR,6729500,45362,29,482
2009,7,77.78,FOURMILE CREEK AT ORODEL,6727500,5627,49,510
2009,8,49.21,MIDDLE BOULDER CREEK AT,6725500,39435,31,512
2009,9,52.38,BOULDER CREEK AT MOUTH N,6730500,123345,33,587
2009,10,53.97,ST. VRAIN CREEK AT MOUTH,6731000,271526,34,596
2009,11,25.4,BIG DRY CREEK AT WESTMIN,6720820,6173,16,666
2009,12,66.67,PLUM CREEK AT TITAN ROAD,6709530,29774,42,770
2009,13,44.44,NORTH FORK SOUTH PLATTE,PLAGRACO,45502,28,796
2009,14,53.97,NORTH FORK SOUTH PLATTE,PLABAICO,58154,34,804
2009,15,71.43,ROCK CREEK ABOVE CONFLUE,2302915,5640,45,864
2009,16,22.22,SOUTH PLATTE RIVER BELOW,PLAANTCO,15403,14,912
2009,17,46.03,S PLATTE RIV AB 11-MILE,6695000,62262,29,931
2009,18,34.92,SOUTH PLATTE RIVER NEAR,6696000,67263,22,936
2009,19,60.32,SOUTH PLATTE RIVER BELOW,6701500,145626,38,942
2009,20,60.32,SOUTH PLATTE RIVER AT SO,6707500,259885,38,943
2009,21,61.9,SOUTH PLATTE RIVER AT WA,6708000,264762,39,956
2009,22,47.62,BEAR CREEK AT SHERIDAN,6711500,36765,30,993
2009,23,63.49,SOUTH PLATTE RIVER AT EN,6711565,361898,40,994
2009,24,84.13,"CHERRY CREEK AT DENVER,",6713500,29226,53,1022
2009,25,71.43,SOUTH PLATTE RIVER AT DE,6714000,452814,45,1028
2009,26,63.49,CLEAR CREEK AT DERBY,6720000,187411,40,1273
2009,27,69.84,SOUTH PLATTE RIVER AT HE,6720500,668648,44,1290
2009,28,71.43,SOUTH PLATTE RIVER AT FO,6721000,719830,45,1300
2009,29,61.9,SOUTH PLATTE RIVER NEAR,6754000,1263645,39,1344
2009,30,61.9,SOUTH PLATTE RIVER NEAR,6758500,1293574,39,1365
2009,31,49.21,SOUTH PLATTE RIVER AT CO,6759910,1286371,31,1392
2009,32,42.86,SOUTH PLATTE RIVER AT JU,6764000,1319465,27,1442
2010,0,82.54,CACHE LA POUDRE RIVER NE,6752500,204087,52,181
2010,1,82.54,LITTLE THOMPSON RIVER AT,LTCANYCO,16206,52,194
2010,2,82.54,FISH CREEK NEAR ESTES PA,6734500,2378,52,254
2010,3,69.84,BIG THOMPSON RIVER AT MO,6744000,170909,44,299
2010,4,77.78,LEFT HAND CREEK NEAR BOU,6724500,10930,49,402
2010,5,77.78,COAL CREEK NEAR PLAINVIE,6730300,4650,49,436
2010,6,57.14,SOUTH BOULDER CREEK NEAR,6729500,49763,36,482
2010,7,69.84,FOURMILE CREEK AT ORODEL,6727500,5247,44,510
2010,8,31.75,MIDDLE BOULDER CREEK AT,6725500,35427,20,512
2010,9,58.73,BOULDER CREEK AT MOUTH N,6730500,133218,37,587
2010,10,61.9,ST. VRAIN CREEK AT MOUTH,6731000,296983,39,596
2010,11,28.57,BIG DRY CREEK AT WESTMIN,6720820,6470,18,666
2010,12,82.54,PLUM CREEK AT TITAN ROAD,6709530,45119,52,770
2010,13,17.46,NORTH FORK SOUTH PLATTE,PLAGRACO,32966,11,796
2010,14,22.22,NORTH FORK SOUTH PLATTE,PLABAICO,46587,14,804
2010,15,63.49,ROCK CREEK ABOVE CONFLUE,2302915,5409,40,864
2010,16,30.16,SOUTH PLATTE RIVER BELOW,PLAANTCO,17203,19,912
2010,17,53.97,S PLATTE RIV AB 11-MILE,6695000,66092,34,931
2010,18,44.44,SOUTH PLATTE RIVER NEAR,6696000,70246,28,936
2010,19,57.14,SOUTH PLATTE RIVER BELOW,6701500,145341,36,942
2010,20,55.56,SOUTH PLATTE RIVER AT SO,6707500,252335,35,943
2010,21,57.14,SOUTH PLATTE RIVER AT WA,6708000,260496,36,956
2010,22,63.49,BEAR CREEK AT SHERIDAN,6711500,42244,40,993
2010,23,66.67,SOUTH PLATTE RIVER AT EN,6711565,375922,42,994
2010,24,60.32,"CHERRY CREEK AT DENVER,",6713500,18502,38,1022
2010,25,66.67,SOUTH PLATTE RIVER AT DE,6714000,427550,42,1028
2010,26,55.56,CLEAR CREEK AT DERBY,6720000,176109,35,1273
2010,27,61.9,SOUTH PLATTE RIVER AT HE,6720500,614814,39,1290
2010,28,65.08,SOUTH PLATTE RIVER AT FO,6721000,650213,41,1300
2010,29,69.84,SOUTH PLATTE RIVER NEAR,6754000,1427763,44,1344
2010,30,68.25,SOUTH PLATTE RIVER NEAR,6758500,1409413,43,1365
2010,31,68.25,SOUTH PLATTE RIVER AT CO,6759910,1417383,43,1392
2010,32,69.84,SOUTH PLATTE RIVER AT JU,6764000,1553272,44,1442
2011,0,88.89,CACHE LA POUDRE RIVER NE,6752500,226577,56,181
2011,1,31.75,LITTLE THOMPSON RIVER AT,LTCANYCO,4473,20,194
2011,2,55.56,FISH CREEK NEAR ESTES PA,6734500,1286,35,254
2011,3,68.25,BIG THOMPSON RIVER AT MO,6744000,164278,43,299
2011,4,85.71,LEFT HAND CREEK NEAR BOU,6724500,11565,54,402
2011,5,22.22,COAL CREEK NEAR PLAINVIE,6730300,1470,14,436
2011,6,66.67,SOUTH BOULDER CREEK NEAR,6729500,57291,42,482
2011,7,41.27,FOURMILE CREEK AT ORODEL,6727500,3779,26,510
2011,8,68.25,MIDDLE BOULDER CREEK AT,6725500,43470,43,512
2011,9,76.19,BOULDER CREEK AT MOUTH N,6730500,156782,48,587
2011,10,79.37,ST. VRAIN CREEK AT MOUTH,6731000,360907,50,596
2011,11,41.27,BIG DRY CREEK AT WESTMIN,6720820,7661,26,666
2011,12,12.7,PLUM CREEK AT TITAN ROAD,6709530,10741,8,770
2011,13,65.08,NORTH FORK SOUTH PLATTE,PLAGRACO,49946,41,796
2011,14,47.62,NORTH FORK SOUTH PLATTE,PLABAICO,55611,30,804
2011,15,42.86,ROCK CREEK ABOVE CONFLUE,2302915,4383,27,864
2011,16,28.57,SOUTH PLATTE RIVER BELOW,PLAANTCO,16785,18,912
2011,17,69.84,S PLATTE RIV AB 11-MILE,6695000,77028,44,931
2011,18,60.32,SOUTH PLATTE RIVER NEAR,6696000,78231,38,936
2011,19,50.79,SOUTH PLATTE RIVER BELOW,6701500,139114,32,942
2011,20,36.51,SOUTH PLATTE RIVER AT SO,6707500,219843,23,943
2011,21,47.62,SOUTH PLATTE RIVER AT WA,6708000,241094,30,956
2011,22,19.05,BEAR CREEK AT SHERIDAN,6711500,19706,12,993
2011,23,38.1,SOUTH PLATTE RIVER AT EN,6711565,280336,24,994
2011,24,26.98,"CHERRY CREEK AT DENVER,",6713500,11859,17,1022
2011,25,42.86,SOUTH PLATTE RIVER AT DE,6714000,340125,27,1028
2011,26,85.71,CLEAR CREEK AT DERBY,6720000,242172,54,1273
2011,27,55.56,SOUTH PLATTE RIVER AT HE,6720500,582136,35,1290
2011,28,53.97,SOUTH PLATTE RIVER AT FO,6721000,608977,34,1300
2011,29,68.25,SOUTH PLATTE RIVER NEAR,6754000,1413417,43,1344
2011,30,69.84,SOUTH PLATTE RIVER NEAR,6758500,1453719,44,1365
2011,31,69.84,SOUTH PLATTE RIVER AT CO,6759910,1437656,44,1392
2011,32,68.25,SOUTH PLATTE RIVER AT JU,6764000,1539590,43,1442
