Node_ID,Node_Name,Node_Type
06706400,N.F. SOUTH PLATTE RIVER,OTH
8002111_Dwn,Elk Ck ISF          _OTH,OTH
2302909_Pln,2302909 Plan        _PLN,OTH
2302917_Pln,2302917_Pln         _PLN,OTH
2302910_Pln,Ohler Gage Plan     _PLN,OTH
2302908_Pln,JeffCkNrJeffrsnAdmin_PLN,OTH
JeffLkDRF,Jefferson Lk Winter _PLN,OTH
2302116_Dwn,Jefferson Ck ISF    _OTH,OTH
2302907_Pln,MichCkAbvJeffsnAdmin_PLN,OTH
2302914_Pln,French Ck Gage Plan _PLN,OTH
2302916_Pln,Schattinger Gage Pla_PLN,OTH
2302118_Dwn,Michigan Ck ISF     _OTH,OTH
2302906_Pln,2302906 Plan        _PLN,OTH
BoreasPln,Boreas Pass D Plan  _PLN,OTH
Boreas_C,Boreas Type 13 Pln  _PLN,OTH
2302918_Pln,2302918 Plan        _PLN,OTH
2302119_Dwn,Upper Tarryall ISF  _OTH,OTH
2302915_Pln,2301915 Plan        _PLN,OTH
TaryTempPln,Store Tarryall CU be_PLN,OTH
2302107_Dwn,Lower Tarryall ISF  _OTH,OTH
TARTARCO,TARRYALL CREEK BELOW TAR,OTH
2302903_Pln,2302903 Plan        _PLN,OTH
2302902_Pln,2302902 Plan        _PLN,OTH
2302911_Pln,2302911 Plan        _PLN,OTH
2302913_Pln,2302913 Plan        _PLN,OTH
2302912_Pln,2302912 Plan        _PLN,OTH
2302148_Dwn,Mid Fk SPR ISF      _OTH,OTH
2302901_Pln,4 Mile Ck nr Harstel_PLN,OTH
2302901RPln,4 Mile nr Harstel Te_PLN,OTH
2302904_Pln,4 Mile Ck nr High Ck_PLN,OTH
2302201,BEERY DITCH DENVER TFR,OTH
HomestkPln,Homestake PL Plan   _PLN,OTH
Homestk_C,Homestake Type 13 Pl_PLN,OTH
2302900_Pln,2302901 Plan        _PLN,OTH
2302922,HARTSEL COMPUTED,OTH
USR_ResPln,Spinney Res Reuse Pl_PLN,OTH
SpinMtnDRF,Spinney Mtn Winter R_PLN,OTH
SpinDRF_03,SpinneyWinterRFs 3% _PLN,OTH
SpinDRF_04,SpinneyWinterRFs 4% _PLN,OTH
SpinDRF_07,SpinneyWinterRFs 7% _PLN,OTH
SpinDRF_11,SpinneyWinterRFs 11%_PLN,OTH
SpinDRF_13,SpinneyWinterRFs 13%_PLN,OTH
SpinDRF_16,SpinneyWinterRFs 16%_PLN,OTH
SpinDRF_17,SpinneyWinterRFs 17%_PLN,OTH
SpinDRF_21,SpinneyWinterRFs 21%_PLN,OTH
AurStronPln,Aurora Strontia Reus_PLN,OTH
06707501,SOUTH PLATTE RIVER BELOW,OTH
PLACHACO,SOUTH PLATTE RIVER BELOW,OTH
BearCkPln,Bear Creek Div Plan _PLN,OTH
06710247,SOUTH PLATTE RIVER BELOW,OTH
0902115_Dwn,Lower Bear Creek ISF_OTH,OTH
ConMSPRRFs,ConMutual SPR RFs   _PLN,OTH
0802593,AURORA AUG,OTH
AggWell_08,WD8 Agg Aug Plan    _PLN,OTH
GwOnly_08,WD8 GW Only Aug     _PLN,OTH
AggWell_02,WD2 Agg Aug Plan    _PLN,OTH
GwOnly_02,WD2 GW Agg Aug Plan _PLN,OTH
06714215,SOUTH PLATTE R AT 64TH A,OTH
MetPumpsPln,Metro Pumps Plan    _PLN,OTH
MetroDW,DWB Metro Reuse Plan_PLN,OTH
MetroArv,Arvada Metro Reuse P_PLN,OTH
MetroAur,Aurora Metro Reuse P_PLN,OTH
MetroTh,Thornton Metro Reuse_PLN,OTH
MetroWesty,Westminster Metro Re_PLN,OTH
MetroConM,Con Mutual Metro Reu_PLN,OTH
MetroGold,Golden Metro Reuse P_PLN,OTH
AurLastChRF,Aurora Last Chance R_PLN,OTH
ThLCC02RFs,Thornton LCC 02CW266_PLN,OTH
ThLCC89RFs,Thornton LCC 89CW132_PLN,OTH
WGLks_Pln,West Gravel Lakes Re_PLN,OTH
LCC_SplPln,LCC Split Plan      _PLN,OTH
LCC_IrrPln,LCC Irrig Plan      _PLN,OTH
Ngl_LCCPln,Northglenn LCC Plan _PLN,OTH
ThLCC89Pln,Thornton LCC 89CW132_PLN,OTH
ThLCC02Pln,Thornton LCC 02CW266_PLN,OTH
ThCoAg02RFs,Thornton CoAg 02CW26_PLN,OTH
ThCoAg89RFs,Thornton CoAg 89CW13_PLN,OTH
CoAgSplPln,CoAg Split Plan     _PLN,OTH
CoAgIrrPln,CoAg Irrig Plan     _PLN,OTH
ThCoAg89Pln,Thornton CoAg 89CW13_PLN,OTH
ThCoAg02Pln,Thornton CoAg 02CW26_PLN,OTH
ThFishRFs1,Thornton Apr-Jul  Fi_PLN,OTH
ThFishRFs2,Thornton Aug-Oct  Fi_PLN,OTH
FishSplPln,Fisher Ditch Split P_PLN,OTH
FishIrrPln,Fisher Ditch Irr Pla_PLN,OTH
ThFishPln,Thornton Fisher Ditc_PLN,OTH
PSCoFishPln,PSCo Fisher Ditch Pl_PLN,OTH
PSCoFishOct,_PLN,OTH
PSCoFishSep,_PLN,OTH
PSCoFishAug,_PLN,OTH
PSCoFishJul,_PLN,OTH
PSCoFishJun,_PLN,OTH
PSCoFishMay,_PLN,OTH
PSCoFishApr,_PLN,OTH
KerSplPln,Kershaw Split Plan  _PLN,OTH
KerIrrPln,Kershaw Irrig Plan  _PLN,OTH
ThKerPln,Thornton Kershaw Pla_PLN,OTH
WestyKerPln,Westy Kershaw Plan  _PLN,OTH
WestKer1Pln,Wessty 86CW398 Exch _PLN,OTH
WestKer2Pln,Wessty 93CW176 Exch _PLN,OTH
JimBakerPln,Jim Baker Reuse Plan_PLN,OTH
SouthSidPln,Coors South Side D C_PLN,OTH
SluSplit1,Slough D Split No. 1_PLN,OTH
SluSplit2,Slough D Split No. 2_PLN,OTH
SluSplit3,Slough D Split No. 3_PLN,OTH
SluSplit4,Slough D Split No. 4_PLN,OTH
SluSplit5,Slough D Split No. 5_PLN,OTH
GoldSluPln,Golden Slough D Plan_PLN,OTH
ArvSluPln,Arvada Slough D Plan_PLN,OTH
CoorsSluPln,Coors Slough D Plan _PLN,OTH
RJ_SplPln,Reno Juchem split Pl_PLN,OTH
RJ_IrrPln,Reno Juchem Irrig Pl_PLN,OTH
CoorsRJPln,Coors Reno Juchem Pl_PLN,OTH
0702318,SEWAGE DISPOSAL PLANT OU,OTH
Gold_WWTP,Golden WWTP         _PLN,OTH
Standley_RL,Stan1FillPlnSourceTo_PLN,OTH
StanLimPln,Croke1FillPlnRightSt_PLN,OTH
Stan1902Pln,Croke One Fill Sto R_PLN,OTH
StanPlnT,Thornton 1902 Croke _PLN,OTH
StanPlnW,Westy 1902 Croke    _PLN,OTH
StanPlnN,Northglenn 1902 Crok_PLN,OTH
StanPlnF,FRICO 1902 Croke    _PLN,OTH
ArvRJPln,Arvada Reno Juchem P_PLN,OTH
RM_SplPln,Rky Mtn D Split Plan_PLN,OTH
RM_IrrPln,Rky Mtn D Irrig Plan_PLN,OTH
CoorsRM_Pln,Coors Rky Mtn D Plan_PLN,OTH
ConM_RM_Pln,ConMut Rky Mtn D Pln_PLN,OTH
LSE_SplPln,LSE Ditch Split Plan_PLN,OTH
ConM_LSEPln,Con Mutual LSE D Pla_PLN,OTH
ConM_LS2Pln,Con Mutual LSE 1988 _PLN,OTH
Gold_LSEPln,Golden LSE D Plan   _PLN,OTH
GoldLSE2Pln,Golden LSE Pln After_PLN,OTH
LSE_IrrPln,LSE Ditch Irrig Plan_PLN,OTH
WannSplPln,Wannamaker D Split P_PLN,OTH
WannIrrPln,Wannamaker D Irrig P_PLN,OTH
CoorsWanPln,Coors Wann D Plan   _PLN,OTH
FHL_SplPln,FHL Split Plan      _PLN,OTH
FHL_IrrPln,FHL Irrig Plan      _PLN,OTH
ThFHLPln,Thornton FHL Plan   _PLN,OTH
WestyFHLPln,Westy FHL Plan      _PLN,OTH
CoorsFHLPln,Coors FHL Plan      _PLN,OTH
ArvFHLPln,Arvada FHL Plan     _PLN,OTH
CosmcPln2,Coors Bypass Water S_PLN,OTH
AgSplPln,Ag Ditch Split Plan _PLN,OTH
AgIrrPln,Ag Ditch Irrig Plan _PLN,OTH
ConM_Ag_Pln,Con Mututal Ag D Pla_PLN,OTH
CoorsAgPln,Coors Ag Ditch Plan _PLN,OTH
ConM_AgRFs,Con Mutual Ag D RFs _PLN,OTH
ChrchSplPln,Church D Split Plan2_PLN,OTH
ChrchSplPl1,Church D Split Plan1_PLN,OTH
ChrchIrrPln,Church D Irrig Plan _PLN,OTH
ArvChPln,Arvada Church Plan  _PLN,OTH
CoorsChPln,Coors Church Plan   _PLN,OTH
ThChurchPln,Thorn Church D Plan _PLN,OTH
GoldChPln,Golden Church D Plan_PLN,OTH
WestyChPln,Westy Church D Plan _PLN,OTH
NglennChPln,Nglenn Church D Plan_PLN,OTH
CosmcPln1,Golden Bypass Water _PLN,OTH
GldnCtyDPln,Golden City Ditch Pl_PLN,OTH
WelchPln,WelchSplitPln       _PLN,OTH
WelchIrrPln,Welch D Irrig Plan  _PLN,OTH
WelcConMPln,Welch D Con Mut Plan_PLN,OTH
ConM_WelRFs,Con Mutual Welch D R_PLN,OTH
VidlerPln,Vidler Tunnel Plan  _PLN,OTH
Vidler_C,Vidler Tunnel Type 1_PLN,OTH
StratCkPln,Straight Ck Tun Plan_PLN,OTH
StratCk_C,Straight Ck Tun Type_PLN,OTH
BerthoudPln,Berthoud Pass Plan  _PLN,OTH
Berthoud_C,Berthoud Pass Type 1_PLN,OTH
GumlickPln,Gumlick Tunnel Plan _PLN,OTH
Gumlick_C,Gumlick Tun Type 13 _PLN,OTH
0702118_Dwn,West Fk Clear Ck ISF_OTH,OTH
06719500,"CLEAR CREEK NEAR GOLDEN,",OTH
GldPri12Pln,Golden LSE Priority _PLN,OTH
ThChurchRFs,Thornton Church RFs _PLN,OTH
ThFHL_RFs,Thornton FHL RFs    _PLN,OTH
07_C_AugPln,CoorsC Aug Plan     _PLN,OTH
CosCoExcPln,CoorsBypExchFromWGL _PLN,OTH
CosCoExcWe,Westy Coors Byp Exch_PLN,OTH
CosCoExcNg,Northglenn Coors Byp_PLN,OTH
CosCoExcFR,FRICO Coors Byp Exch_PLN,OTH
CosGoExcPln,GoldenBypassExchFrom_PLN,OTH
CosGoExcWe,Westy Golden Byp Exc_PLN,OTH
CosGoExcNg,Northglenn Golden By_PLN,OTH
CoorsAug7,Coors Wann Aug Stn  _PLN,OTH
CoorsGuaPln,CoorsGuaranteeWater _PLN,OTH
CoorsAug3,CoorsAgRkyMtn Aug St_PLN,OTH
CoorsAug12,Coors Reno Juch Aug _PLN,OTH
0703390,COORS AUG,OTH
CoorsSprAug,Coors OOP Spring Dep_PLN,OTH
ConMClCkRFs,ConMutual Clear Ck R_PLN,OTH
KershRFs,Westy Kershaw Return_PLN,OTH
ThLCC_RFs,Thornton Lower Clear_PLN,OTH
PSCoClCkRFs,PSCo Fisher D RFs   _PLN,OTH
WestyLCCRFs,Westy LCC Rtn Flows _PLN,OTH
LCCLimitPln,LCCStoRelLimitToDitE_PLN,OTH
AggWell_07,WD7 Agg Aug Plan    _PLN,OTH
GwOnly_07,_PLN,OTH
PSCoSPRFs,PSCo SPR RFs        _PLN,OTH
WestySPRFs,Westminster SPR RFs _PLN,OTH
ThornSPRFs1,Thornton SPR RFs abv_PLN,OTH
ThBurRFsYR,Thornton Year-Round _PLN,OTH
ThBurRFsSum,Thornton Summer Burl_PLN,OTH
SABurRFsYR,SACWSD Year-Round Bu_PLN,OTH
SABurRFsSum,SA Summer Burl RFs  _PLN,OTH
ThornSPRFs2,Thornton SPR RFs abv_PLN,OTH
NglnFulRFs,Northglenn Fulton RF_PLN,OTH
SAC_FulRFs,SACWSD Fulton RFs   _PLN,OTH
9902502,SACWSD Aug Plan     _PLN,OTH
BriFulRFs,Bright Muni Fult RFs_PLN,OTH
CenFulRFs,CentalFultonRFs     _PLN,OTH
CenBriRFs,Central Brighton RFs_PLN,OTH
CenPVRFs,Central PV RFs      _PLN,OTH
CenLBRFs,Central LB RFs      _PLN,OTH
NglennLBRFs,Nglenn Lupt Btm RFs _PLN,OTH
SAC_LBRFs,SACWSD Lupt Btm RFs _PLN,OTH
PSCoLBRFs,PSCo Lupt Btm RFs   _PLN,OTH
9903334_F,GMS Reach F Aug Pln _PLN,OTH
9903394_F,WAS Reach F Aug Pln _PLN,OTH
SAC_MI1RFs,SACWSD Mdw Isl1 RFs _PLN,OTH
PSCoMISPRFs,PSCo MI2 SPR RFs    _PLN,OTH
PSCoSPRFs2,PSCo Jay T/Hewes RFs_PLN,OTH
9903334_C,GMS Reach C Aug Pln _PLN,OTH
9903394_C,WAS Reach C AugPln  _PLN,OTH
CenFarmRFs,Central Farm Ind RFs_PLN,OTH
CenSN3RFs,Central Sec. No3 RFs_PLN,OTH
9903334_B,GMS Reach B AugPln  _PLN,OTH
9903394_B,WASReachBAugPln     _PLN,OTH
CenHighRFs,Central Highland RFs_PLN,OTH
9902541,Brighton Aug Plan   _PLN,OTH
0103397,LOWER POUDRE AUGMENTATIO,OTH
0103336,POUDRE_PLAN_AUG     _PLN,OTH
9903334_D,GMS Reach D Aug Pln _PLN,OTH
9903394_D,WAS Reach D Aug Pln _PLN,OTH
9903334_E,GMS Reach E Aug Pln _PLN,OTH
9903394_E,WAS Reach E Aug Plan_PLN,OTH
9903334_A,GMS Reach A Aug Pln _PLN,OTH
9903394_A,WAS Reach A Aug Plan_PLN,OTH
0102522,RIVERSIDE AUG,OTH
0103339,BIJOU AUG PLAN,OTH
0102513,WIGGINS FARMS AUG,OTH
0102528,FT MORGAN CNL AUG PLAN,OTH
0102456,FT MORGAN CITY AUG,OTH
0102529,UPPER PLATTE & BEAVER AU,OTH
0102535,LOWER PLATTE BEAVER AUG,OTH
0102518,PIONEER AUG PLAN,OTH
0102662,BRUSH AUG,OTH
Lost_Creek,Lost_Creek Aug Plan _PLN,OTH
Kiowa_Bijou,Kiowa_Bijou Aug Plan_PLN,OTH
Coffin_Well,Coffin Well Aug Plan_PLN,OTH
AggWell_01,01_AggWell Aug Plan _PLN,OTH
GwOnly_01,01_GWOnly Aug Plan  _PLN,OTH
6402539,LOGAN WELL USERS AUG,OTH
6402519,DINSDALE AUG,OTH
6400528_RF,SterlingNo1 TC      _PLN,OTH
6400525_RF,HendersonSmith TC   _PLN,OTH
6402526,STERLING AUG,OTH
6402540,LOWLINE DITCH CO AUG,OTH
6402525,CONDON AUG,OTH
6403392,NORTH STERLING AUG,OTH
6402518,HARMONY DITCH CO AUG,OTH
6402536,LOWER LOGAN WELL USERS A,OTH
6402517,SEDGWICK CTY WL USERS AU,OTH
6402542,LSPWCD AUG,OTH
Upper_Crow,Upper_Crow Aug Plan _PLN,OTH
Camp_Creek,Camp_Creek Aug Plan _PLN,OTH
AggWell_64,AggWell_64 Aug Plan _PLN,OTH
GwOnly_64,GwOnly_64 Aug Plan  _PLN,OTH
END,_END,OTH
PlnSpill.71a,XbasinSpill 1a,OPR
PlnSpill.71b,XbasinSpill 1b,OPR
PlnSpill.72a,XbasinSpill 2a,OPR
PlnSpill.72b,XbasinSpill 2b,OPR
PlnSpill.73a,XbasinSpill 3a,OPR
PlnSpill.73b,XbasinSpill 3b,OPR
PlnSpill.74a,XbasinSpill 4a,OPR
PlnSpill.74b,XbasinSpill 4b,OPR
PlnSpill.75a,XbasinSpill 5a,OPR
PlnSpill.75b,XbasinSpill 5b,OPR
PlnSpill.76a,XbasinSpill 6a,OPR
PlnSpill.76b,XbasinSpill 6b,OPR
PlnSpill.77a,XbasinSpill 7a,OPR
PlnSpill.77b,XbasinSpill 7b,OPR
PlnSpill.78,XbasinSpill 8,OPR
PlnSpill.79,XbasinSpill 9,OPR
PlnSpill.90,XbasinSpill 10,OPR
SPRAurSp.71,S_FkSPRabvAnteroPlnSpill,OPR
SPRAurSp.72,4MileNrHarstelPlnSpill,OPR
SPRAurSp.73,MidFkSPR@SantaMariaPlnSp,OPR
SPRAurSp.74,SPRabvSpinneyPlnSpill,OPR
SPRAurSp.75,4MileAtHighCkPlnSpill,OPR
SPRAurSp.76,TroutCkNrGaroPlnSpill,OPR
SPRAurSp.77,SpringBrAbvMidFkPlnSpill,OPR
SPRAurSp.78,MidFkSPRAtPrincePlnSpill,OPR
TarAurSp.71,TarryallNrComoPlnSpill,OPR
TarAurSp.72,MichCkAbvJeffPlnSpill,OPR
TarAurSp.73,JeffCkNrJeffPlnSpill,OPR
TarAurSp.74,TarryalAtBordenDPlnSpill,OPR
TarAurSp.75,OhlerGulNrJeffPlnSpill,OPR
TarAurSp.76,FrenchCkAbvMichCkPlnSpil,OPR
TarAurSp.77,RockCkAbvTarryallPlnSpil,OPR
TarAurSp.78,SchattingerFlumePlnSpill,OPR
TarAurSp.79,JeffCkBlwSnyderCkPlnSpil,OPR
TarAurSp.80,DixonHolthusenPlnSpill,OPR
TarySpil.71,TarryallRightsSpill,OPR
AurPlnSp.71,AuroraPlanSpill 1,OPR
AurPlnSp.72,AuroraPlanSpill 2,OPR
AurPlnSp.73,AuroraPlanSpill 2,OPR
DenPlnSp.71,DenverPlanSpill 1,OPR
DenPlnSp.73,DenverPlanSpill 2,OPR
DenPlnSp.72,DenverPlanSpill 3,OPR
EngPlnSp.72,EnglewoodPlanSpill 2,OPR
AgSpill.71,AgDitchSplitPlan,OPR
AgSpill.72,AgDIrrigPlan,OPR
AgSpill.73,ConMutualAgDPlan,OPR
AgSpill.74,CoorsAgDPlan,OPR
ChSpill.71,ChrchSplPlnSpill1,OPR
ChSpill.72,ChrchSplPlnSpill2,OPR
ChSpill.73,ChurchDIrrigPlan,OPR
ChSpill.74,ArvadaChurchDPln,OPR
ChSpill.75,CoorsChurchDPlan,OPR
ChSpill.76,GoldenChurchDPlan,OPR
ChSpill.77,NglennChurchDPlan,OPR
ChSpill.78,ThorntonChurchDPlan,OPR
ChSpill.79,WestyChurchDPlan,OPR
CoAgSpill.71,ColoAgDSplitPlan,OPR
CoAgSpill.72,ColoAgIrrigPlan,OPR
CoAgSpill.73,ThorntonCoAgD89CW132Plan,OPR
CoAgSpill.74,ThorntonCoAgD02CW266Plan,OPR
FHLSpill.71,FHLSplitPlnSpill,OPR
FHLSpill.72,FHLIrrigPlan,OPR
FHLSpill.73,ArvadaFHLPlan,OPR
FHLSpill.74,CoorsFHLPlan,OPR
FHLSpill.75,ThorntonFHLPlan,OPR
FHLSpill.76,WestyFHLPlan,OPR
FshSpill.71,FisherDSplitPlan,OPR
FshSpill.72,FisherIrrigPlan,OPR
FshSpill.73,PSCoFisherDPlan,OPR
FshSpill.74,ThorntonFisherDPlan,OPR
GldnCtyD.71,GoldenPlan,OPR
KerSpill.71,KershawDSplitPlan,OPR
KerSpill.72,WestyKershawPlnSpill,OPR
KerSpill.73,Kersh86IrrigPlan,OPR
KerSpill.74,Kersh93IrrigPlan,OPR
KerSpill.75,KershawIrrigPlan,OPR
KerSpill.76,ThKershawPlnSpill,OPR
LCCSpill.71,LCCDSplitPlan,OPR
LCCSpill.72,LCCDIrrigPlan,OPR
LCCSpill.73,ThorntonLCCD89CW132Plan,OPR
LCCSpill.74,ThorntonLCCD02CW266Plan,OPR
LSESpill.71,LSEDitchSplitPlan,OPR
LSESpill.72,LSEIrrigPlan,OPR
LSESpill.73,GoldenLSEPlan,OPR
LSESpill.74,GoldenLSEPlnAfterD_Loss,OPR
LSESpill.75,GoldenLSEPriority12Plan,OPR
LSESpill.76,ConMutualLSEPlan,OPR
LSESpill.77,ConMutualLS2Plan,OPR
RkySpill.71,RkyMtnDSplitPlan,OPR
RkySpill.72,RkyMtnDIrrigPlan,OPR
RkySpill.73,ConMutualRkyMtnDPlan,OPR
RkySpill.74,CoorsRkyMtnDPlan,OPR
RJSpill.71,RenoJuchemDSplitPlan,OPR
RJSpill.72,RenoJuchemDIrrigPlan,OPR
RJSpill.73,CoorsRenoJuchemDPlan,OPR
RJSpill.74,ArvadaRenoJuchemDPlan,OPR
SluSpill.71,SluPlan1Spill,OPR
SluSpill.72,SluPlan2Spill,OPR
SluSpill.73,SluPlan3Spill,OPR
SluSpill.74,SluPlan4Spill,OPR
SluSpill.75,SluPlan5Spill,OPR
SluSpill.76,ArvadaSloughDPlan,OPR
SluSpill.77,CoorsSloughDPlan,OPR
SluSpill.78,GoldenSloughDPlan,OPR
SouthSid.71,CoorsSouthSidePlanSpill,OPR
WannSpil.71,WannSplPlnSpill,OPR
WannSpil.72,CoorsWanPlnSpill,OPR
WannSpil.73,CoorsIrrPlnSpill,OPR
WelchSpi.71,WelchDPlanSpill,OPR
WelchSpi.72,WelchConMPlanSpill,OPR
WelchSpi.73,WelchDIrrPlanSpill,OPR
Stan.57,PhanNgl1,OPR
Stan.58,PhanFRI1,OPR
Stan.59,PhanWes,OPR
Stan.60,PhanNgl2,OPR
Stan.61,PhanFRI2,OPR
CosmcSpl.71,CosmicExchSpill1,OPR
CosmcSpl.72,CosmicExchSpill2,OPR
CosmcSpl.73,CosmicExchSpill3,OPR
CosmcSpl.74,CosmicExchSpill4,OPR
CosmcSpl.75,CosmicExchSpill5,OPR
CosmcSpl.77,CosmicExchSpill7,OPR
CosmcSpl.78,CosmicExchSpill8,OPR
CosmcSpl.79,CosmicExchSpill9,OPR
CosmcSpl.80,CosmicExchSpill10,OPR
CosmcSpl.81,CosmicExchSpill11,OPR
CosmcSpl.82,CosmicExchSpill12,OPR
BriSpill.71,BrightonSplitPlan,OPR
BriSpill.72,BrightonIrrigPlan,OPR
BriSpill.73,SACWSDBrightonChange,OPR
BriSpill.74,BrightonCentralChange,OPR
BurSpill.71,Burlington10.28Divn,OPR
BurSpill.72,SABurlington10.28,OPR
BurSpill.73,ThorntonBurlington10.28,OPR
BurSpill.74,LittBurlBurlington10.28,OPR
BurSpill.75,Sanstad6Divn,OPR
BurSpill.76,SASanstad6,OPR
BurSpill.77,ThorntonSanstad6,OPR
BurSpill.78,LittleBurlSanstad6,OPR
BurSpill.79,Wellington7Divn,OPR
BurSpill.80,SAWellington7,OPR
BurSpill.81,ThorntonWellington7,OPR
BurSpill.82,LittleBurlWellington7,OPR
BurSpill.83,Barr1885divn,OPR
BurSpill.84,SA200_1885Divn,OPR
BurSpill.85,Thornton200_1885Divn,OPR
BurSpill.86,LittleBurl200_1885Divn,OPR
BurSpill.87,FricoBarr200_1885Divn,OPR
BurSpill.88,Henrylyn200_1885Divn,OPR
BurSpill.89,Burlington1885Divn,OPR
BurSpill.90,FricoBarr150_1885Divn,OPR
BurSpill.91,Henrylyn150_1885Divn,OPR
FarmSpill.71,FarmersIndSplitPlan,OPR
FarmSpill.72,FarmersIndIrrigPln,OPR
FarmSpill.73,CentralFarmersChange,OPR
FGSpill.71,FarmGardSplitPlan,OPR
FGSpill.72,FarmGardIrrigPlan,OPR
FGSpill.73,FarmGardIndusPlan,OPR
FulSpill.71,FultonSplitPlan,OPR
FulSpill.72,FultonIrrigPlan,OPR
FulSpill.73,FultonSACWSDChange,OPR
FulSpill.74,FultonBrightonChange,OPR
FulSpill.75,FultonNorthglennChange,OPR
FulSpill.76,FultonCentralChange,OPR
HewsSpill.71,HewesCkSplitPlan,OPR
HewsSpill.72,HewesCkIrrigPln,OPR
HewsSpill.73,PSCoHewesCkChange,OPR
HighSpill.71,HighlandSplitPlan,OPR
HighSpill.72,HighlandIrrigPlan,OPR
HighSpill.73,CentralHighlandChange,OPR
LB_Spill.71,LuptonBottomSplitPlan,OPR
LB_Spill.72,LuptonBottomIrrigPlan,OPR
LB_Spill.73,LBNorthglennChange,OPR
LB_Spill.74,PSCoLuptonBottomChange,OPR
LB_Spill.75,SACWSDLuptonBtmChange,OPR
LB_Spill.76,LBCentralChange,OPR
LM_Spill.71,LuptonMeadowsSplitPlan,OPR
LM_Spill.72,SACWSDLB10cfsChange,OPR
LM_Spill.73,PSCoLB10cfsChange,OPR
LM_Spill.74,CentralLB10cfsChange,OPR
MI1Spill.71,MeadowIsland1SplitPlan,OPR
MI1Spill.72,MeadowIsland1IrrigPln,OPR
MI1Spill.73,SACWSDMI1Change,OPR
MI2Spill.71,MeadowIsland2SenSplPlan,OPR
MI2Spill.72,MeadowIsland2JunSplPlan,OPR
MI2Spill.73,MeadowIsland1IrrigPln,OPR
MI2Spill.74,PSCoMI2SenChange,OPR
MI2Spill.75,PSCoMI2JunChange,OPR
PVSpill.71,PlattevilleSplPln,OPR
PVSpill.72,PlattevilleIrrigPln,OPR
PVSpill.73,CentralPVChange,OPR
SN3Spill.71,SectionNo3SplPln,OPR
SN3Spill.72,SectionNo3IrrigPln,OPR
SN3Spill.73,CentralSN3Change,OPR
BiCitSpl.71,BiCityDenPlnSpill,OPR
MetPumps.71,MetPumpsPlnSpill,OPR
MetSpill.71,MetroDenverPlnSpill,OPR
MetSpill.72,MetroArvadaPlnSpill,OPR
MetSpill.73,MetroAuroraPlnSpill,OPR
MetSpill.74,MetroThorntonPlnSpill,OPR
MetSpill.75,MetroWestyPlnSpill,OPR
MetSpill.76,MetroGoldenPlnSpill,OPR
MetSpill.77,MetroConMutPlnSpill,OPR
NglnWWSpl.71,NglenBDC_WWPlnSpill,OPR
SndCkSpl.71,SandCkAurPlnSpill,OPR
WestWWSpl.71,WestyBDC_WWPlnSpill,OPR
0802593.01,AuroraWells_InPriority,OPR
9902502.01,SACWSD_Aug_InPriority,OPR
9902541.01,BrightonAug_InPriority,OPR
GMS_A.01,GMS_A_WellAug_InPriority,OPR
GMS_B.01,GMS_B_WellAug_InPriority,OPR
GMS_C.01,GMS_C_WellAug_InPriority,OPR
GMS_D.01,GMS_D_WellAug_InPriority,OPR
GMS_E.01,GMS_E_WellAug_InPriority,OPR
GMS_F.01,GMS_F_WellAug_InPriority,OPR
WAS_A.01,WAS_A_WellAug_InPriority,OPR
WAS_B.01,WAS_B_WellAug_InPriority,OPR
WAS_C.01,WAS_C_WellAug_InPriority,OPR
WAS_D.01,WAS_D_WellAug_InPriority,OPR
WAS_E.01,WAS_E_WellAug_InPriority,OPR
WAS_F.01,WAS_F_WellAug_InPriority,OPR
Admin.22,Admin_to_AggWell_01,OPR
Admin.23,Admin_to_AggWell_02,OPR
Admin.24,Admin_to_AggWell_04,OPR
Admin.25,Admin_to_AggWell_05,OPR
Admin.26,Admin_to_AggWell_06,OPR
Admin.27,Admin_to_AggWell_07,OPR
Admin.28,Admin_to_AggWell_08,OPR
Admin.29,Admin_to_AggWell_64,OPR
Admin.30,Admin_to_GwOnly_01,OPR
Admin.31,Admin_to_GwOnly_02,OPR
Admin.32,Admin_to_GwOnly_04,OPR
Admin.33,Admin_to_GwOnly_05,OPR
Admin.34,Admin_to_GwOnly_06,OPR
Admin.35,Admin_to_GwOnly_07,OPR
Admin.36,Admin_to_GwOnly_08,OPR
Admin.37,Admin_to_GwOnly_64,OPR
AuroraRF.01,LastChanceRFsInPriority,OPR
ConMutRF.01,ConMutualRFsInPriorityAg,OPR
ConMutRF.02,ConMutualRFsInPriorityWe,OPR
NglennRF.01,NglennBDC_RFsInPriority,OPR
NglennRF.02,NglennFul_RFsInPriority,OPR
PSCoRF.01,PSCoFisherRFsInPriorityA,OPR
PSCoRF.02,PSCoFisherRFsInPriorityM,OPR
PSCoRF.03,PSCoFisherRFsInPriorityJ,OPR
PSCoRF.04,PSCoFisherRFsInPriorityJ,OPR
PSCoRF.05,PSCoFisherRFsInPriorityA,OPR
PSCoRF.06,PSCoFisherRFsInPriorityS,OPR
PSCoRF.07,PSCoFisherRFsInPriorityO,OPR
ThornRF.01,ThorntonClearCkRFsInPrio,OPR
ThornRF.02,ThorntonClearCkRFsInPrio,OPR
ThornRF.03,ThorntonClearCkRFsInPrio,OPR
ThornRF.04,ThorntonClearCkRFsInPrio,OPR
