Node_ID,Node_Name,Node_Type
AnterDry.3d,AnteroRelToOutsideUseMar,OPR
AnterDry.4a,AnteroRelToInsideUseMars,OPR
AnterDry.4b,AnteroRelToOutsideUseMar,OPR
AnterDry.5a,AnteroRelToInsideUseMars,OPR
AnterDry.5b,AnteroRelToOutsideUseMar,OPR
AnterDry.6a,AnteroRelToInsideUseMars,OPR
AnterDry.6b,AnteroRelToOutsideUseMar,OPR
AnterDry.6c,AnteroRelToInsideUseMars,OPR
AnterDry.6d,AnteroRelToOutsideUseMar,OPR
AnterDry.7a,AnteroRelToInsideUseMars,OPR
AnterDry.7b,AnteroRelToOutsideUseMar,OPR
AnterDry.8a,AnteroRelToInsideUseMars,OPR
AnterDry.8b,AnteroRelToOutsideUseMar,OPR
AnterDry.9a,AnteroRelToInsideUseMars,OPR
AnterDry.9b,AnteroRelToOutsideUseMar,OPR
AnterDry.9c,AnteroRelToInsideUseMars,OPR
AnterDry.9d,AnteroRelToOutsideUseMar,OPR
AnterDry.10a,AnteroRelToInsideUseMars,OPR
AnterDry.10b,AnteroRelToOutsideUseMar,OPR
AnterDry.10c,AnteroRelToInsideUseMars,OPR
AnterDry.10d,AnteroRelToOutsideUseMar,OPR
AnterDry.11a,AnteroRelToInsideUseMars,OPR
AnterDry.11b,AnteroRelToOutsideUseMar,OPR
AnterDry.11c,AnteroRelToInsideUseMars,OPR
AnterDry.11d,AnteroRelToOutsideUseMar,OPR
11MilDry.1a,11MileRelToInsideUseMars,OPR
11MilDry.1b,11MileRelToOutsideUseMar,OPR
11MilDry.2a,11MileRelToInsideUseMars,OPR
11MilDry.2b,11MileRelToOutsideUseMar,OPR
11MilDry.3a,11MileRelToInsideUseMars,OPR
11MilDry.3b,11MileRelToOutsideUseMar,OPR
11MilDry.4a,11MileRelToInsideUseMars,OPR
11MilDry.4b,11MileRelToOutsideUseMar,OPR
11MilDry.5a,11MileRelToInsideUseMars,OPR
11MilDry.5b,11MileRelToOutsideUseMar,OPR
11MilDry.6a,11MileRelToInsideUseMars,OPR
11MilDry.6b,11MileRelToOutsideUseMar,OPR
11MilDry.7a,11MileRelToInsideUseMars,OPR
11MilDry.7b,11MileRelToOutsideUseMar,OPR
Cond20Sto.12,Cond20DirStoToMarstonRes,OPR
Cond20Sto.13,Cond20DirStoToStrontiaSp,OPR
Cond20Sto.14,Cond20DirStoToElevenMile,OPR
Cond20Sto.15,Cond20DirStoToAnteroRes,OPR
Cond20Sto.16,Cond20DirStoToCheesmanRe,OPR
Boreas.01,BoreasToInsideUse,OPR
Boreas.02,BoreasToOutsideUse,OPR
Boreas.03,BoreaseToMcLellanRes,OPR
EnglwdPL.01,DivertPetersburg1861,OPR
EngBrown.01,BrownDitchToOutsideUse,OPR
EnglwdPL.02,DivertPlatteCanyon1863su,OPR
EnglwdPL.03,DivertPlatteCanyon1863wi,OPR
EnglwdPL.04,ExchNevadaDitch1861,OPR
EnglwdPL.05,ExchNevadaDitch1865,OPR
EnglwdPL.06,IntakePlan_ToInsideUse,OPR
EnglwdPL.07,IntakePlan_ToOutsideUse,OPR
EnglwdPL.08,IntakePlan_ToMcLellanRes,OPR
McLellan.01,McLellanResToInsideUse,OPR
McLellan.02,McLellanResToOutsideUse,OPR
McLellan.03,McLellanFill1,OPR
McLellan.04,McLellanFill2,OPR
Fulton.01,FultonToAcctSplit1,OPR
Fulton.02,FultonToAcctSplit2,OPR
Fulton.03,FultonToAcctSplit3,OPR
Fulton.04,FultonSplitToAcct,OPR
Fulton.05,FultonD_ToIrrigation,OPR
SACFul.01,SACWSDToFul_Irrigation,OPR
BriFul.01,BrightonToFul_Irrigation,OPR
CCWCDFul.01,CentralToFul_Irrigation,OPR
NglFul.01,NglennToFul_Irrigation,OPR
BrightD.01,BrightonToAcctSplit1,OPR
BrightD.02,BrightonToAcctSplit2,OPR
BrightD.03,BrightonSplitToAcct,OPR
BrightD.04,BrightonD_ToIrrigation,OPR
SACBri.01,SACWSDToBri_Irrigation,OPR
CCWCDBri.01,CentralToBri_Irrigation,OPR
LB.01,LuptBtmToAcctSplit1,OPR
LB.02,LuptBtmToAcctSplit2,OPR
LB.03,LuptBtmandMdwSplitToAcct,OPR
LM.01,LuptMdwToAcctSplit1,OPR
LM.02,OprLMSplitToAcct,OPR
OpLBIrr.01,Opr_LBtoIrr,OPR
SACLB.01,SACWSDToLB_Irrigation,OPR
SACLM.01,SACWSDToLM_Irrigation,OPR
CCWCDLB.01,CCWCDToLB_Irrigation,OPR
CCWCDLM.01,CCWCDToLM_Irrigation,OPR
NglLB.01,NglennToLB_Irrigation,OPR
PSCoLB.11,PSCoToLB_Irrigation,OPR
PSCoLM.11,PSCoToLM_Irrigation,OPR
Platvl.01,PlattevilleToAcctSplit1,OPR
Platvl.02,PlattevilleToAcctSplit2,OPR
Platvl.03,PlattevilleToAcctSplit3,OPR
Platvl.04,PlattevilleSplitToAcct,OPR
Platvl.05,PlattevilleD_ToIrrigatio,OPR
CCWCDPV.01,CentralTo_PVIrrigation,OPR
MdwIsl1.01,MdwIslandNo1ToAcctSplit1,OPR
MdwIsl1.02,MdwIslandNo1ToAcctSplit2,OPR
MdwIsl1.03,MdwIslandNo1SplitToAcct,OPR
MdwIsl1.04,MdwIslandDNo1_ToIrrigati,OPR
SACMI1.01 SA,CWSDTo_MI1Irrigation,OPR
MdwIsl2.01,MdwIslandNo2ToAcctSplit1,OPR
MdwIsl2.02,MdwIslandNo2ToAcctSplit2,OPR
MdwIsl2.03,MdwIslandNo2ToAcctSplit3,OPR
MdwIsl2.04,MdwIslandNo2SenSplitToAc,OPR
MdwIsl2.05,MdwIslandNo2JunSplitToAc,OPR
MdwIsl2.06,MdwIslandNo2D_ToIrrigati,OPR
PSCoMI2.01,PSCoPln1To_MI2Irrigation,OPR
PSCoMI2.02,PSCoPln2To_MI2Irrigation,OPR
FarmInd.01,FarmersIndToAcctSplit1,OPR
FarmInd.02,FarmersIndToAcctSplit2,OPR
FarmInd.03,FarmersIndSplitToAcct,OPR
FarmInd.04,FarmersIndD_ToIrrigation,OPR
CCWCDFI.02,CentralToFarmIndD_Irriga,OPR
Hewes.01,HewesCooktoIrrigation1,OPR
Hewes.02,HewesCooktoIrrigation2,OPR
Hewes.03,HewesCooktoIrrigation3,OPR
Hewes.04,HewesCooktoIrrigation4,OPR
Hewes.05,HewesCooktoIrrigation5,OPR
SectNo3.01,SectionNo3ToAcctSplit1,OPR
SectNo3.02,SectionNo3ToAcctSplit2,OPR
SectNo3.03,SectionNo3SplitToAcct,OPR
SectNo3.04,SectionNo3D_ToIrrigation,OPR
CCWCDSN3.01,CentralToSectNo3_Irrigat,OPR
Highland.01,HighlandToAcctSplit,OPR
Highland.02,HighlandSplitToAcct,OPR
Highland.03,HighlandD_ToIrrigation,OPR
CCWCDHi.01,CentralToHigland_Irrigat,OPR
Highland.04,HighlandFreeToIrrig,OPR
ThBurl.99,Thornton Burl Pln Lim,OPR
SACBurl.99,Thornton Burl Pln Lim,OPR
Burl.01,Burlington10.28Split,OPR
Burl.02,Duggan7-AcctSplit,OPR
Burl.03,Sanstad6-AcctSplit,OPR
Burl.04,200_1885-AcctSplit,OPR
Burl.05,150_1885-AcctSplit,OPR
Burl.06,Burl10.28SplitToAcct,OPR
Burl.07,Duggan7SplitToAccts,OPR
Burl.08,Sanstad6SplitToAccts,OPR
Burl.09,200_1885SplitToAccts,OPR
Burl.10,150_1885SplitToAccts,OPR
ThBurl.01,Thorn10.28ToThorntonIN,OPR
ThBurl.02,ThornWell7ToThorntonIN,OPR
ThBurl.03,ThornSanstad6ToThorntonI,OPR
ThBurl.04,Thorn200_1885ToThorntonI,OPR
ThBurl.05,Thorn10.28ToThorntonOUT,OPR
ThBurl.06,ThornWell7ToThorntonOUT,OPR
ThBurl.07,ThornSanstad6ToThornOUT,OPR
ThBurl.08,Thorn200_1885ToThornOUT,OPR
ThBurl.09,Thorn10.28ToEGL,OPR
ThBurl.10,ThornWell7ToEGL,OPR
ThBurl.11,ThornSanstad6ToEGL,OPR
ThBurl.12,Thorn200_1885ToEGL,OPR
ThBurl.13,Thorn10.28ToWGL,OPR
ThBurl.14,ThornWell7ToWGL,OPR
ThBurl.15,ThornSanstad6ToWGL,OPR
ThBurl.16,Thorn200_1885ToWGL,OPR
ThBurl.17,Thorn10.28ToLB,OPR
ThBurl.18,ThornWell7ToLB,OPR
ThBurl.19,ThornSanstad6ToLB,OPR
ThBurl.20,Thorn200_1885ToLB,OPR
ThBurl.25,Thorn200_1885ToFB,OPR
ThBurl.26,Thorn200_1885ToHID,OPR
ThMetro.01,MetroThtoBurSumRFs,OPR
ThMetro.02,MetroThtoBurYRRFs,OPR
ThMetro.03,MetroThtoThornSPRFs1,OPR
ThMetro.04,MetroThtoThornSPRFs2,OPR
SAC_Burl.02,SACWSD_10.28ToFord,OPR
SAC_Burl.03,SACWSD_Well7ToFord,OPR
SAC_Burl.04,SACWSD_Sanstad6ToFord,OPR
SAC_Burl.05,SACWSD_200_1885ToFord,OPR
SAC_Burl.06,SACWSD_10.28ToLB,OPR
SAC_Burl.07,SACWSD_Well7ToLB,OPR
SAC_Burl.08,SACWSD_Sanstad6ToLB,OPR
SAC_Burl.09,SACWSD_200_1885ToLB,OPR
SAC_Burl.10,SACWSD_200_1885ToFB,OPR
SAC_Burl.11,SACWSD_200_1885ToHID,OPR
LittBurl.01,LittBurl10.28ToLittleBur,OPR
LittBurl.02,LittBurlWell7ToLittleBur,OPR
LittBurl.03,LittBurlSanstad6ToLittle,OPR
LittBurl.04,LittBurl200_1885ToLittle,OPR
LittBurl.05,LittBurlLB200_1885ToBarr,OPR
LittBurl.06,LittBurlLB200_1885ToHIDI,OPR
FRI_Burl.01,FricoBarr150_1885ToFrico,OPR
FRI_Burl.02,FricoBarr150_1885ToHIDIr,OPR
FRI_Burl.03,FricoBarrBur600ToIrr,OPR
HIDBurl.01,HID150_1885ToHIDIrr,OPR
HIDBurl.02,HID150_1885ToFBIrr,OPR
HIDBurl.03,HIDBurl300ToIrrig,OPR
MilDir.01,Opr_Milton510ToIrr,OPR
02008250.99,Hewes Cook Rech Limit,OPR
02008240.99,Farmers Indep Rech Limit,OPR
02008250.01,Hewes Cook Rech Divs,OPR
02008240.01,Farmers Indep Rech Divs,OPR
02008250.02,Hewes Cook Res GMS Rech_,OPR
02008250.03,Hewes Cook Res GMS Rech_,OPR
02008250.04,Hewes Cook Res GMS Rech_,OPR
02008250.05,Hewes Cook Res GMS Rech_,OPR
02008250.06,Hewes Cook Res GMS Rech_,OPR
02008250.07,Hewes Cook Res GMS Rech_,OPR
02008250.08,Hewes Cook Res WAS Rech_,OPR
02008250.09,Hewes Cook Res WAS Rech_,OPR
02008250.11,Hewes Cook Res WAS Rech_,OPR
02008250.12,Hewes Cook Res WAS Rech_,OPR
02008250.13,Hewes Cook Res WAS Rech_,OPR
02008250.14,Hewes Cook Res WAS Rech_,OPR
02008250.15,Hewes Cook Can GMS Rech_,OPR
02008250.16,Hewes Cook Can GMS Rech_,OPR
02008250.17,Hewes Cook Can GMS Rech_,OPR
02008250.18,Hewes Cook Can GMS Rech_,OPR
02008250.19,Hewes Cook Can GMS Rech_,OPR
02008250.20,Hewes Cook Can GMS Rech_,OPR
02008250.21,Hewes Cook Can WAS Rech_,OPR
02008250.22,Hewes Cook Can WAS Rech_,OPR
02008250.24,Hewes Cook Can WAS Rech_,OPR
02008250.25,Hewes Cook Can WAS Rech_,OPR
02008250.26,Hewes Cook Can WAS Rech_,OPR
02008250.27,Hewes Cook Can WAS Rech_,OPR
02008240.02,Farmers Indep Res GMS Re,OPR
02008240.03,Farmers Indep Res GMS Re,OPR
02008240.04,Farmers Indep Res GMS Re,OPR
02008240.05,Farmers Indep Res GMS Re,OPR
02008240.06,Farmers Indep Res GMS Re,OPR
02008240.07,Farmers Indep Res GMS Re,OPR
02008240.08,Farmers Indep Res WAS Re,OPR
02008240.09,Farmers Indep Res WAS Re,OPR
02008240.11,Farmers Indep Res WAS Re,OPR
02008240.12,Farmers Indep Res WAS Re,OPR
02008240.13,Farmers Indep Res WAS Re,OPR
02008240.14,Farmers Indep Res WAS Re,OPR
02008240.15,Farmers Indep Can GMS Re,OPR
02008240.16,Farmers Indep Can GMS Re,OPR
02008240.17,Farmers Indep Can GMS Re,OPR
02008240.18,Farmers Indep Can GMS Re,OPR
02008240.19,Farmers Indep Can GMS Re,OPR
02008240.20,Farmers Indep Can GMS Re,OPR
02008240.21,Farmers Indep Can WAS Re,OPR
02008240.22,Farmers Indep Can WAS Re,OPR
02008240.24,Farmers Indep Can WAS Re,OPR
02008240.25,Farmers Indep Can WAS Re,OPR
02008240.26,Farmers Indep Can WAS Re,OPR
02008240.27,Farmers Indep Can WAS Re,OPR
02008250.28,HewesCookResRechFulRFs,OPR
02008250.29,HewesCookCanRechFulRFs,OPR
02008250.30,HewesCookResRechBriRFs,OPR
02008250.31,HewesCookCanRechBriRFs,OPR
02008250.32,HewesCookResRechLBRFs,OPR
02008250.33,HewesCookCanRechLBRFs,OPR
02008250.34,HewesCookResRechPVRFs,OPR
02008250.35,HewesCookCanRechPVRFs,OPR
02008250.36,HewesCookResRechFIRFs,OPR
02008250.37,HewesCookCanRechFIRFs,OPR
02008250.38,HewesCookResRechSN3RFs,OPR
02008250.39,HewesCookCanRechSN3RFs,OPR
02008250.40,HewesCookResRechHiRFs,OPR
02008250.41,HewesCookCanRechHiRFs,OPR
02008240.28,FarmersIndResRechFulRFs,OPR
02008240.29,FarmersIndCanRechFulRFs,OPR
02008240.30,FarmersIndResRechBriRFs,OPR
02008240.31,FarmersIndCanRechBriRFs,OPR
02008240.32,FarmersIndResRechLBRFs,OPR
02008240.33,FarmersIndCanRechLBRFs,OPR
02008240.34,FarmersIndResRechPVRFs,OPR
02008240.35,FarmersIndCanRechPVRFs,OPR
02008240.36,FarmersIndResRechFIRFs,OPR
02008240.37,FarmersIndCanRechFIRFs,OPR
02008240.38,FarmersIndResRechSN3RFs,OPR
02008240.39,FarmersIndCanRechSN3RFs,OPR
02008240.40,FarmersIndResRechHiRFs,OPR
02008240.41,FarmersIndCanRechHiRFs,OPR
CCWCDFul.99,Central Ful Pln Lim,OPR
GMS_Ful.01a,FulToCenGMS_FAPR,OPR
GMS_Ful.01b,FulToCenGMS_FMAY,OPR
GMS_Ful.01c,FulToCenGMS_FJUN,OPR
GMS_Ful.01d,FulToCenGMS_FJUL,OPR
GMS_Ful.01e,FulToCenGMS_FAUG,OPR
GMS_Ful.01f,FulToCenGMS_FSEP,OPR
CCWCDBri.99,Central Bri Pln Lim,OPR
GMS_Bri.01a,BriToCenGMS_FAPR,OPR
GMS_Bri.01b,BriToCenGMS_FMAY,OPR
GMS_Bri.01c,BriToCenGMS_FJUN,OPR
GMS_Bri.01d,BriToCenGMS_FJUL,OPR
GMS_Bri.01e,BriToCenGMS_FAUG,OPR
GMS_Bri.01f,BriToCenGMS_FSEP,OPR
GMS_Bri.01g,BriToCenGMS_FOCT,OPR
CCWCDLB.99,Central LB Pln Lim,OPR
GMS_LB.01a L,BToCenGMS_FAPR,OPR
GMS_LB.01b L,BToCenGMS_FMAY,OPR
GMS_LB.01c L,BToCenGMS_FJUN,OPR
GMS_LB.01d L,BToCenGMS_FJUL,OPR
GMS_LB.01e L,BToCenGMS_FAUG,OPR
GMS_LB.01f L,BToCenGMS_FSEP,OPR
CCWCDLM.99,Central LM Pln Lim,OPR
WAS_LM.01a L,MToCenWAS_FAPR,OPR
WAS_LM.01b L,MToCenWAS_FMAY,OPR
WAS_LM.01c L,MToCenWAS_FJUN,OPR
WAS_LM.01d L,MToCenWAS_FJUL,OPR
WAS_LM.01e L,MToCenWAS_FAUG,OPR
WAS_LM.01f L,MToCenWAS_FSEP,OPR
CCWCDPV.99,Central PV Pln Lim,OPR
GMS_PV.01a,PVToCenGMS_FMAY,OPR
GMS_PV.01b,PVToCenGMS_FJUN,OPR
GMS_PV.01c,PVToCenGMS_FJUL,OPR
GMS_PV.01d,PVToCenGMS_FAUG,OPR
GMS_PV.01e,PVToCenGMS_FSEP,OPR
CCWCDFI.99,Central FI Pln Lim,OPR
GMS_FI.01a,PVToCenGMS_FAPR,OPR
GMS_FI.01b,PVToCenGMS_FMAY,OPR
GMS_FI.01c,PVToCenGMS_FJUN,OPR
GMS_FI.01d,PVToCenGMS_FJUL,OPR
GMS_FI.01e,PVToCenGMS_FAUG,OPR
GMS_FI.01f,PVToCenGMS_FSEP,OPR
GMS_FI.01g,PVToCenGMS_FOCT,OPR
CCWCDSN3.99,Central SN3 Pln Lim,OPR
GMS_SN3.01a,SN3ToCenGMS_FAPR,OPR
GMS_SN3.01b,SN3ToCenGMS_FMAY,OPR
GMS_SN3.01c,SN3ToCenGMS_FJUN,OPR
GMS_SN3.01d,SN3ToCenGMS_FJUL,OPR
GMS_SN3.01e,SN3ToCenGMS_FAUG,OPR
GMS_SN3.01f,SN3ToCenGMS_FSEP,OPR
GMS_SN3.01g,SN3ToCenGMS_FOCT,OPR
CCWCDHi.99,Central High Pln Lim,OPR
GMS_Hi.01a,HighToCenGMS_FMAY,OPR
GMS_Hi.01b,HighToCenGMS_FJUN,OPR
GMS_Hi.01c,HighToCenGMS_FJUL,OPR
GMS_Hi.01d,HighToCenGMS_FAUG,OPR
GMS_Hi.01e,HighToCenGMS_FSEP,OPR
CenRepl.01,Central Aug Res Rech,OPR
CenRepl.02,Central Aug Res Rech,OPR
CenRepl.03,Central Aug Res Rech,OPR
CenRepl.05,Central Aug Res Rech,OPR
CenRepl.06,Central Aug Res Rech,OPR
CenRepl.07,Central Aug Res Rech,OPR
CenRepl.08,Central Aug Res Rech,OPR
CenRepl.09,Central Aug Res Rech,OPR
CenRepl.10,Central Aug Res Rech,OPR
CenRepl.11,Central Aug Res Rech,OPR
CenRepl.12,Central Aug Res Rech,OPR
CenRepl.13,Central Aug Res Rech,OPR
CenRepl.22,Cen Res RechargetoFulRF,OPR
CenRepl.23,Cen Res RechargetoBriRF,OPR
CenRepl.24,Cen Res RechargetoLB RF,OPR
CenRepl.25,Cen Res RechargetoMI1RF,OPR
CenRepl.26,Cen Res RechargetoFIRF,OPR
CenRepl.27,Cen Res RechargetoSN3RF,OPR
CenRepl.28,Cen Res RechargetoHiRF,OPR
0503905_C8,Union_CentralAug,OPR
0503905_C9,Union_CentralAug,OPR
0503905_C10,Union_CentralAug,OPR
0503905_C11,Union_CentralAug,OPR
0503905_C12,Union_CentralAug,OPR
0503905_C13,Union_CentralAug,OPR
01033390.15,Bijou Aug Plan to GMS Re,OPR
01033390.16,Bijou Aug Plan to GMS Re,OPR
01033390.17,Bijou Aug Plan to GMS Re,OPR
01033390.18,Bijou Aug Plan to GMS Re,OPR
01033390.19,Bijou Aug Plan to GMS Re,OPR
01033390.20,Bijou Aug Plan to GMS Re,OPR
01033390.21,Bijou Aug Plan to WAS Re,OPR
01033390.22,Bijou Aug Plan to WAS Re,OPR
01033390.24,Bijou Aug Plan to WAS Re,OPR
01033390.25,Bijou Aug Plan to WAS Re,OPR
01033390.26,Bijou Aug Plan to WAS Re,OPR
01033390.27,Bijou Aug Plan to WAS Re,OPR
01033390.28,Bijou Aug Plan to GMS Re,OPR
01033390.29,Bijou Aug Plan to GMS Re,OPR
01033390.30,Bijou Aug Plan to GMS Re,OPR
01033390.31,Bijou Aug Plan to GMS Re,OPR
01033390.32,Bijou Aug Plan to GMS Re,OPR
01033390.33,Bijou Aug Plan to GMS Re,OPR
01033390.34,Bijou Aug Plan to WAS Re,OPR
01033390.35,Bijou Aug Plan to WAS Re,OPR
01033390.36,Bijou Aug Plan to WAS Re,OPR
01033390.37,Bijou Aug Plan to WAS Re,OPR
01033390.38,Bijou Aug Plan to WAS Re,OPR
01033390.39,Bijou Aug Plan to WAS Re,OPR
SACFul.99,SACWSD Ful Pln Lim,OPR
SACRepl.01a,FulToSACWSDAugAPR,OPR
SACRepl.01b,FulToSACWSDAugMAY,OPR
SACRepl.01c,FulToSACWSDAugJUN,OPR
SACRepl.01d,FulToSACWSDAugJUL,OPR
SACRepl.01e,FulToSACWSDAugAUG,OPR
SACRepl.01f,FulToSACWSDAugSEP,OPR
SACRepl.01g,FulToSACWSDAugOCT,OPR
SACBri.99,SACWSD Bri Pln Lim,OPR
SACRepl.02a,BriToSACWSDAugAPR,OPR
SACRepl.02b,BriToSACWSDAugMAY,OPR
SACRepl.02c,BriToSACWSDAugJUN,OPR
SACRepl.02d,BriToSACWSDAugJUL,OPR
SACRepl.02e,BriToSACWSDAugAUG,OPR
SACRepl.02f,BriToSACWSDAugSEP,OPR
SACRepl.02g,BriToSACWSDAugOCT,OPR
SACLB.99,SACWSD LB Pln Lim,OPR
SACRepl.03a,LBToSACWSDAugAPR,OPR
SACRepl.03b,LBToSACWSDAugMAY,OPR
SACRepl.03c,LBToSACWSDAugJUN,OPR
SACRepl.03d,LBToSACWSDAugJUL,OPR
SACRepl.03e,LBToSACWSDAugAUG,OPR
SACRepl.03f,LBToSACWSDAugSEP,OPR
SACRepl.03g,LBToSACWSDAugOCT,OPR
SACLM.99,SACWSD LM Pln Lim,OPR
SACRepl.04a,LMToSACWSDAugAPR,OPR
SACRepl.04b,LMToSACWSDAugMAY,OPR
SACRepl.04c,LMToSACWSDAugJUN,OPR
SACRepl.04d,LMToSACWSDAugJUL,OPR
SACRepl.04e,LMToSACWSDAugAUG,OPR
SACRepl.04f,LMToSACWSDAugSEP,OPR
SACRepl.04g,LMToSACWSDAugOCT,OPR
SACMI1.99,SACWSD MI1 Pln Lim,OPR
SACRepl.05a,MI1ToSACWSDAugAPR,OPR
SACRepl.05b,MI1ToSACWSDAugMAY,OPR
SACRepl.05c,MI1ToSACWSDAugJUN,OPR
SACRepl.05d,MI1ToSACWSDAugJUL,OPR
SACRepl.05e,MI1ToSACWSDAugAUG,OPR
SACRepl.05f,MI1ToSACWSDAugSEP,OPR
SACRepl.05g,MI1ToSACWSDAugOCT,OPR
02020030.01,Ford Res Limit,OPR
02020030.02,Ford Recharge Divs,OPR
02020030.03,Ford Res Recharge,OPR
02020030.04,Ford Res Recharge,OPR
02020030.05,Ford Res Recharge,OPR
02020030.06,Ford Res Recharge,OPR
02020030.07,Ford Res Recharge,OPR
02020030.08,Ford Res Recharge,OPR
02020030.09,Ford Res Recharge,OPR
SACRepl.06,SAC Aug Res Recharge,OPR
SACRepl.07,SAC Res RechargetoFulRF,OPR
SACRepl.08,SAC Res RechargetoBriRF,OPR
SACRepl.09,SAC Res RechargetoLB RF,OPR
SACRepl.10,SAC Res RechargetoMI1RF,OPR
BriFul.99,Brighton Ful Pln Lim,OPR
BriRepl.01a,FulToBriAugAPR,OPR
BriRepl.01b,FulToBriAugMAY,OPR
BriRepl.01c,FulToBriAugJUN,OPR
BriRepl.01d,FulToBriAugJUL,OPR
BriRepl.01e,FulToBriAugAUG,OPR
BriRepl.01f,FulToBriAugSEP,OPR
BriRepl.01g,FulToBriAugOCT,OPR
BriRepl.02,Bri Aug Res Recharge,OPR
BriRepl.03,Brigton Res RechargetoRF,OPR
NglFul.99,Nglenn Ful Pln Lim,OPR
NglFul.01a,NglFulToBDCRFsAPR,OPR
NglFul.01b,NglFulToBDCRFsMAY,OPR
NglFul.01c,NglFulToBDCRFsJUN,OPR
NglFul.01d,NglFulToBDCRFsJUL,OPR
NglFul.01e,NglFulToBDCRFsAUG,OPR
NglFul.01f,NglFulToBDCRFsSEP,OPR
NglFul.01g,NglFulToBDCRFsOCT,OPR
NglLB.99,Nglenn LB Pln Lim,OPR
NglLB.01a,NglLB_ToBDCRFs_APR,OPR
NglLB.01b,NglLB_ToBDCRFs_MAY,OPR
NglLB.01c,NglLB_ToBDCRFs_JUN,OPR
NglLB.01d,NglLB_ToBDCRFs_JUL,OPR
NglLB.01e,NglLB_ToBDCRFs_AUG,OPR
NglLB.01f,NglLB_ToBDCRFs_SEP,OPR
NglLB.01g,NglLB_ToBDCRFs_OCT,OPR
NglWest.01,WestyEff_toBDCRRs,OPR
FtStVrn.01,GoosequilltoFtStVrnPP,OPR
PSCOLB.01,PSCO LB Pln Lim,OPR
PSCOLM.01,PSCO LM Pln Lim,OPR
PSCoMI2.98,PSCO MI2 Sen Pln 1,OPR
PSCoMI2.99,PSCO MI2 Jun Pln 2,OPR
PSCoHC.99,PSCO HC Pln Lim,OPR
PSCOJT.99,PSCO JT Pln Lim,OPR
Homestk.01,HomestakeToInsideUse,OPR
Homestk.02,HomestakeToOutsideUse,OPR
Homestk.03,HomestakeToSpinneyMtn,OPR
AurIntk.98,LastChanceD_W2083_Limit,OPR
AurIntk.99,LastChanceD_91CW117Limit,OPR
AurIntk.01,LastChanceD 1863 W2083,OPR
AurIntk.03,LastChanceD 1865 W2083,OPR
AurIntk.04,LastChanceD 1868 W2083,OPR
AurIntk.06,AuroraIntake 1964 Direct,OPR
AurIntk.07,W2083 To Inside Use,OPR
AurIntk.09,W2083 To Outside Use,OPR
MetroAur.01,AuroraMetroReuseToThornt,OPR
MetAurRL.01,AuroraMetroReuseLimit,OPR
MetroAur.02,AuroraMetroReuseToInside,OPR
MetroAur.03,AuroraMetroReuseToOutsid,OPR
MetroAur.04,AuroraMetroReuseToWellAu,OPR
MetroAur.05,AuroraMetroReuseToAurRes,OPR
MetroAur.06,AurMetroReuseToLastChRFs,OPR
AurIntk.11,1964 Direct to Inside Us,OPR
AurIntk.12,1964 Direct to Outside U,OPR
AurIntk.13,1964 Direct to Strontia,OPR
Spinney.01,SpinneyReuseToInsideUse,OPR
Spinney.02,SpinneyOneTimeUseToInsid,OPR
Spinney.03,SpinneyReuseToOutsideUse,OPR
Spinney.04,SpinneyOneTimeUseToOutsi,OPR
Spinney.05,SpinneyToUSR_DRFs,OPR
Spinney.06,SpinneyToUSR_DRFs 3%,OPR
Spinney.07,SpinneyToUSR_DRFs 4%,OPR
Spinney.08,SpinneyToUSR_DRFs 7%,OPR
Spinney.09,SpinneyToUSR_DRFs 11%,OPR
Spinney.10,SpinneyToUSR_DRFs 13%,OPR
Spinney.11,SpinneyToUSR_DRFs 16%,OPR
Spinney.12,SpinneyToUSR_DRFs 17%,OPR
Spinney.13,SpinneyToUSR_DRFs 21%,OPR
AurorRes.01,AuroraResToInsideUse,OPR
AurorRes.02,AuroraResToOutsideUse,OPR
AurorRes.03,AuroraRestoWellAug,OPR
Strontia.03,StrontiaRelToAuroraRes,OPR
SFKANTCO.01,SFKANTCO Changed Right 1,OPR
SFKANTCO.02,SFKANTCO Changed Right 2,OPR
SFKANTCO.03,SFKANTCO Changed Right 3,OPR
SFKANTCO.04,SFKANTCO Changed Right 4,OPR
SFKANTCO.05,SFKANTCO Changed Right 5,OPR
SFKANTCO.06,SFKANTCO Changed Right 6,OPR
SFKANTCO.07,SFKANTCO Changed Right 7,OPR
SFKANTCO.08,SFKANTCO Changed Right 8,OPR
SFKANTCO.09,SFKANTCO Changed Right 9,OPR
SFKANTCO.10,SFKANTCO Changed Right10,OPR
SFKANTCO.11,SFKANTCO Changed Right11,OPR
SFKANTCO.12,SFKANTCO Changed Right12,OPR
SFKANTCO.13,SFKANTCO Changed Right13,OPR
SFKANTCO.14,SFKANTCO Changed Right14,OPR
SFKANTCO.15,SFKANTCO Changed Right15,OPR
SFKANTCO.16,SFKANTCO Changed Right16,OPR
SFKANTCO.17,SFKANTCO Changed Right17,OPR
SFKANTCO.18,SFKANTCO Changed Right18,OPR
SFKANTCO.19,SFKANTCO Changed Right19,OPR
SFKANTCO.20,SFKANTCO Changed Right20,OPR
SFKANTCO.21,SFKANTCO Changed Right21,OPR
SFKANTCO.22,SFKANTCO Changed Right22,OPR
SFKANTCO.23a,SFKANTCOtoSpinneyAPR,OPR
