Year,Node,Percentile,Node_Name,Node_ID,Natural_Flow_AF,Rank,Node_Order
1982,6,73,NORTH FORK SOUTH PLATTE RIVER AT BAILEY,PLABAICO,5618,45,804
1982,7,66,SOUTH PLATTE RIVER AT SOUTH PLATTE,6707500,22779,41,943
1982,8,69,SOUTH PLATTE RIVER AT WATERTON,6708000,24231.67,43,956
1982,9,39,PLUM CREEK AT TITAN ROAD NEAR LOUVIERS,6709530,1350.08,24,770
1982,10,56,BEAR CREEK AT SHERIDAN,6711500,3252.83,35,993
1982,11,63,SOUTH PLATTE RIVER AT ENGLEWOOD,6711565,28720.25,39,994
1982,12,40,CHERRY CREEK AT DENVER,6713500,1130.42,25,1022
1982,13,63,SOUTH PLATTE RIVER AT DENVER,6714000,33966.25,39,1028
1982,14,53,CLEAR CREEK AT DERBY,6720000,14609.5,33,1273
1982,15,42,COAL CREEK NEAR PLAINVIEW,6730300,185,26,436
1982,16,87,BIG DRY CREEK AT WESTMINSTER,6720820,1538.5,54,666
1982,17,61,SOUTH PLATTE RIVER AT HENDERSON,6720500,50479.33,38,1290
1982,18,60,SOUTH PLATTE RIVER AT FORT LUPTON,6721000,52088.75,37,1300
1982,19,56,SOUTH BOULDER CREEK NEAR ELDORADO SPRINGS,6729500,4057.5,35,482
1982,20,63,MIDDLE BOULDER CREEK AT NEDERLAND,6725500,3535.08,39,512
1982,21,35,FOURMILE CREEK AT ORODELL,6727500,279.67,22,510
1982,22,5,LEFT HAND CREEK NEAR BOULDER,6724500,227,3,402
1982,23,48,BOULDER CREEK AT MOUTH NEAR LONGMONT,6730500,9798.67,30,587
1982,24,52,"ST. VRAIN CREEK AT MOUTH, NEAR PLATTEVILLE",6731000,22276.75,32,596
1982,25,45,LITTLE THOMPSON RIVER AT CANYON MOUTH NEAR BERTHOUD,LTCANYCO,592.17,28,194
1982,26,42,FISH CREEK NEAR ESTES PARK,6734500,77.75,26,254
1982,27,42,"BIG THOMPSON RIVER AT MOUTH, NEAR LA SALLE",6744000,9901.17,26,299
1982,28,55,SOUTH PLATTE RIVER NEAR KERSEY,6754000,99312,34,1344
1982,29,58,SOUTH PLATTE RIVER NEAR WELDONA,6758500,106560.42,36,1365
1982,30,60,"SOUTH PLATTE RIVER AT COOPER BRIDGE, NEAR BALZAC",6759910,110789.58,37,1392
1982,31,55,SOUTH PLATTE RIVER AT JULESBURG,6764000,116014.42,34,1442
1981,0,5,SOUTH PLATTE RIVER BELOW ANTERO RESERVOIR,PLAANTCO,530.92,3,912
1981,1,5,"S PLATTE RIV AB 11-MILE CANYON RES, NEAR HARTSEL",6695000,1623.83,3,931
1981,2,6,SOUTH PLATTE RIVER NEAR LAKE GEORGE,6696000,2635.17,4,936
1981,3,6,ROCK CREEK ABOVE CONFLUENCE WITH TARRYALL CREEK,2302915,149.75,4,864
1981,4,5,SOUTH PLATTE RIVER BELOW CHEESMAN RESERVOIR,6701500,4714.25,3,942
1981,5,6,NORTH FORK SOUTH PLATTE RIVER AT GRANT,PLAGRACO,2139,4,796
1981,6,8,NORTH FORK SOUTH PLATTE RIVER AT BAILEY,PLABAICO,2718.58,5,804
1981,7,6,SOUTH PLATTE RIVER AT SOUTH PLATTE,6707500,10002.58,4,943
1981,8,5,SOUTH PLATTE RIVER AT WATERTON,6708000,10731.58,3,956
1981,9,58,PLUM CREEK AT TITAN ROAD NEAR LOUVIERS,6709530,1856,36,770
1981,10,23,BEAR CREEK AT SHERIDAN,6711500,1773.58,14,993
1981,11,8,SOUTH PLATTE RIVER AT ENGLEWOOD,6711565,15345,5,994
1981,12,29,CHERRY CREEK AT DENVER,6713500,1024.83,18,1022
1981,13,16,SOUTH PLATTE RIVER AT DENVER,6714000,19546.83,10,1028
1981,14,5,CLEAR CREEK AT DERBY,6720000,7923.58,3,1273
1981,15,50,COAL CREEK NEAR PLAINVIEW,6730300,199.83,31,436
1981,16,74,BIG DRY CREEK AT WESTMINSTER,6720820,1154.17,46,666
1981,17,10,SOUTH PLATTE RIVER AT HENDERSON,6720500,29448.58,6,1290
1981,18,15,SOUTH PLATTE RIVER AT FORT LUPTON,6721000,31167.42,9,1300
1981,19,6,SOUTH BOULDER CREEK NEAR ELDORADO SPRINGS,6729500,2247.17,4,482
1981,20,6,MIDDLE BOULDER CREEK AT NEDERLAND,6725500,2076.17,4,512
1981,21,44,FOURMILE CREEK AT ORODELL,6727500,316.67,27,510
1981,22,18,LEFT HAND CREEK NEAR BOULDER,6724500,374,11,402
1981,23,6,BOULDER CREEK AT MOUTH NEAR LONGMONT,6730500,5400.75,4,587
1981,24,8,"ST. VRAIN CREEK AT MOUTH, NEAR PLATTEVILLE",6731000,11368.5,5,596
1981,25,29,LITTLE THOMPSON RIVER AT CANYON MOUTH NEAR BERTHOUD,LTCANYCO,355.25,18,194
1981,26,11,FISH CREEK NEAR ESTES PARK,6734500,32.5,7,254
1981,27,11,"BIG THOMPSON RIVER AT MOUTH, NEAR LA SALLE",6744000,5789.33,7,299
1981,28,15,SOUTH PLATTE RIVER NEAR KERSEY,6754000,58305.33,9,1344
1981,29,15,SOUTH PLATTE RIVER NEAR WELDONA,6758500,65707.25,9,1365
1981,30,11,"SOUTH PLATTE RIVER AT COOPER BRIDGE, NEAR BALZAC",6759910,69158.25,7,1392
1981,31,15,SOUTH PLATTE RIVER AT JULESBURG,6764000,77649.75,9,1442
1980,0,97,SOUTH PLATTE RIVER BELOW ANTERO RESERVOIR,PLAANTCO,3357.83,60,912
1980,1,90,"S PLATTE RIV AB 11-MILE CANYON RES, NEAR HARTSEL",6695000,9113.33,56,931
1980,2,90,SOUTH PLATTE RIVER NEAR LAKE GEORGE,6696000,10303.83,56,936
1980,3,84,ROCK CREEK ABOVE CONFLUENCE WITH TARRYALL CREEK,2302915,715.08,52,864
1980,4,89,SOUTH PLATTE RIVER BELOW CHEESMAN RESERVOIR,6701500,20235,55,942
1980,5,82,NORTH FORK SOUTH PLATTE RIVER AT GRANT,PLAGRACO,4921,51,796
1980,6,84,NORTH FORK SOUTH PLATTE RIVER AT BAILEY,PLABAICO,6950.25,52,804
1980,7,85,SOUTH PLATTE RIVER AT SOUTH PLATTE,6707500,36184,53,943
1980,8,85,SOUTH PLATTE RIVER AT WATERTON,6708000,38096.67,53,956
1980,9,95,PLUM CREEK AT TITAN ROAD NEAR LOUVIERS,6709530,4687.25,59,770
1980,10,90,BEAR CREEK AT SHERIDAN,6711500,7058.75,56,993
1980,11,90,SOUTH PLATTE RIVER AT ENGLEWOOD,6711565,53501.42,56,994
1980,12,58,CHERRY CREEK AT DENVER,6713500,1436.33,36,1022
1980,13,90,SOUTH PLATTE RIVER AT DENVER,6714000,57957.67,56,1028
1980,14,85,CLEAR CREEK AT DERBY,6720000,20021.58,53,1273
1980,15,97,COAL CREEK NEAR PLAINVIEW,6730300,668.75,60,436
1980,16,85,BIG DRY CREEK AT WESTMINSTER,6720820,1536.67,53,666
1980,17,89,SOUTH PLATTE RIVER AT HENDERSON,6720500,81023,55,1290
1980,18,94,SOUTH PLATTE RIVER AT FORT LUPTON,6721000,91632.25,58,1300
1980,19,90,SOUTH BOULDER CREEK NEAR ELDORADO SPRINGS,6729500,6036.42,56,482
1980,20,74,MIDDLE BOULDER CREEK AT NEDERLAND,6725500,3756,46,512
1980,21,68,FOURMILE CREEK AT ORODELL,6727500,430,42,510
1980,22,95,LEFT HAND CREEK NEAR BOULDER,6724500,1340.33,59,402
1980,23,94,BOULDER CREEK AT MOUTH NEAR LONGMONT,6730500,16480.83,58,587
1980,24,95,"ST. VRAIN CREEK AT MOUTH, NEAR PLATTEVILLE",6731000,39124.17,59,596
1980,25,98,LITTLE THOMPSON RIVER AT CANYON MOUTH NEAR BERTHOUD,LTCANYCO,2436.58,61,194
1980,26,100,FISH CREEK NEAR ESTES PARK,6734500,371.5,62,254
1980,27,100,"BIG THOMPSON RIVER AT MOUTH, NEAR LA SALLE",6744000,30917.5,62,299
1980,28,95,SOUTH PLATTE RIVER NEAR KERSEY,6754000,200440.17,59,1344
1980,29,95,SOUTH PLATTE RIVER NEAR WELDONA,6758500,189012,59,1365
1980,30,95,"SOUTH PLATTE RIVER AT COOPER BRIDGE, NEAR BALZAC",6759910,195399.75,59,1392
1980,31,95,SOUTH PLATTE RIVER AT JULESBURG,6764000,205735.33,59,1442
1979,0,85,SOUTH PLATTE RIVER BELOW ANTERO RESERVOIR,PLAANTCO,2330.75,53,912
1979,1,79,"S PLATTE RIV AB 11-MILE CANYON RES, NEAR HARTSEL",6695000,6880.33,49,931
1979,2,79,SOUTH PLATTE RIVER NEAR LAKE GEORGE,6696000,8162.5,49,936
1979,3,77,ROCK CREEK ABOVE CONFLUENCE WITH TARRYALL CREEK,2302915,501.75,48,864
1979,4,77,SOUTH PLATTE RIVER BELOW CHEESMAN RESERVOIR,6701500,15131.42,48,942
1979,5,68,NORTH FORK SOUTH PLATTE RIVER AT GRANT,PLAGRACO,4241.5,42,796
1979,6,71,NORTH FORK SOUTH PLATTE RIVER AT BAILEY,PLABAICO,5575.42,44,804
1979,7,76,SOUTH PLATTE RIVER AT SOUTH PLATTE,6707500,26622.33,47,943
1979,8,76,SOUTH PLATTE RIVER AT WATERTON,6708000,27913.58,47,956
1979,9,74,PLUM CREEK AT TITAN ROAD NEAR LOUVIERS,6709530,3152.75,46,770
1979,10,81,BEAR CREEK AT SHERIDAN,6711500,5109.67,50,993
1979,11,76,SOUTH PLATTE RIVER AT ENGLEWOOD,6711565,36869.92,47,994
1979,12,32,CHERRY CREEK AT DENVER,6713500,1057.33,20,1022
1979,13,76,SOUTH PLATTE RIVER AT DENVER,6714000,42755.42,47,1028
1979,14,66,CLEAR CREEK AT DERBY,6720000,15883.33,41,1273
1979,15,90,COAL CREEK NEAR PLAINVIEW,6730300,506.58,56,436
1979,16,97,BIG DRY CREEK AT WESTMINSTER,6720820,2034,60,666
1979,17,76,SOUTH PLATTE RIVER AT HENDERSON,6720500,62904.17,47,1290
1979,18,76,SOUTH PLATTE RIVER AT FORT LUPTON,6721000,65243.75,47,1300
1979,19,79,SOUTH BOULDER CREEK NEAR ELDORADO SPRINGS,6729500,5200.5,49,482
1979,20,61,MIDDLE BOULDER CREEK AT NEDERLAND,6725500,3518.75,38,512
1979,21,100,FOURMILE CREEK AT ORODELL,6727500,661.75,62,510
1979,22,69,LEFT HAND CREEK NEAR BOULDER,6724500,812.17,43,402
1979,23,76,BOULDER CREEK AT MOUTH NEAR LONGMONT,6730500,12957.58,47,587
1979,24,82,"ST. VRAIN CREEK AT MOUTH, NEAR PLATTEVILLE",6731000,30132.58,51,596
1979,25,82,LITTLE THOMPSON RIVER AT CANYON MOUTH NEAR BERTHOUD,LTCANYCO,1268.75,51,194
1979,26,87,FISH CREEK NEAR ESTES PARK,6734500,219.5,54,254
1979,27,90,"BIG THOMPSON RIVER AT MOUTH, NEAR LA SALLE",6744000,19601.92,56,299
1979,28,87,SOUTH PLATTE RIVER NEAR KERSEY,6754000,150976.08,54,1344
1979,29,85,SOUTH PLATTE RIVER NEAR WELDONA,6758500,144627.75,53,1365
1979,30,84,"SOUTH PLATTE RIVER AT COOPER BRIDGE, NEAR BALZAC",6759910,146771.67,52,1392
1979,31,82,SOUTH PLATTE RIVER AT JULESBURG,6764000,151910.92,51,1442
1978,0,18,SOUTH PLATTE RIVER BELOW ANTERO RESERVOIR,PLAANTCO,1181.42,11,912
1978,1,19,"S PLATTE RIV AB 11-MILE CANYON RES, NEAR HARTSEL",6695000,3551.33,12,931
1978,2,18,SOUTH PLATTE RIVER NEAR LAKE GEORGE,6696000,3987.42,11,936
1978,3,16,ROCK CREEK ABOVE CONFLUENCE WITH TARRYALL CREEK,2302915,233.92,10,864
1978,4,16,SOUTH PLATTE RIVER BELOW CHEESMAN RESERVOIR,6701500,7227,10,942
1978,5,31,NORTH FORK SOUTH PLATTE RIVER AT GRANT,PLAGRACO,3327,19,796
1978,6,18,NORTH FORK SOUTH PLATTE RIVER AT BAILEY,PLABAICO,3755.67,11,804
1978,7,13,SOUTH PLATTE RIVER AT SOUTH PLATTE,6707500,12883.33,8,943
1978,8,11,SOUTH PLATTE RIVER AT WATERTON,6708000,13409,7,956
1978,9,19,PLUM CREEK AT TITAN ROAD NEAR LOUVIERS,6709530,1080.75,12,770
1978,10,6,BEAR CREEK AT SHERIDAN,6711500,1118.92,4,993
1978,11,13,SOUTH PLATTE RIVER AT ENGLEWOOD,6711565,16586.83,8,994
1978,12,23,CHERRY CREEK AT DENVER,6713500,907.42,14,1022
1978,13,15,SOUTH PLATTE RIVER AT DENVER,6714000,19097.33,9,1028
1978,14,40,CLEAR CREEK AT DERBY,6720000,13519.33,25,1273
1978,15,15,COAL CREEK NEAR PLAINVIEW,6730300,97.33,9,436
1978,16,94,BIG DRY CREEK AT WESTMINSTER,6720820,1814,58,666
1978,17,18,SOUTH PLATTE RIVER AT HENDERSON,6720500,35252.58,11,1290
1978,18,18,SOUTH PLATTE RIVER AT FORT LUPTON,6721000,35350.08,11,1300
1978,19,52,SOUTH BOULDER CREEK NEAR ELDORADO SPRINGS,6729500,3833.5,32,482
1978,20,77,MIDDLE BOULDER CREEK AT NEDERLAND,6725500,3783.25,48,512
1978,21,15,FOURMILE CREEK AT ORODELL,6727500,209.83,9,510
1978,22,77,LEFT HAND CREEK NEAR BOULDER,6724500,886.75,48,402
1978,23,52,BOULDER CREEK AT MOUTH NEAR LONGMONT,6730500,10039.42,32,587
1978,24,60,"ST. VRAIN CREEK AT MOUTH, NEAR PLATTEVILLE",6731000,23125.5,37,596
1978,25,74,LITTLE THOMPSON RIVER AT CANYON MOUTH NEAR BERTHOUD,LTCANYCO,1035,46,194
1978,26,32,FISH CREEK NEAR ESTES PARK,6734500,65.92,20,254
1978,27,68,"BIG THOMPSON RIVER AT MOUTH, NEAR LA SALLE",6744000,13688.58,42,299
1978,28,35,SOUTH PLATTE RIVER NEAR KERSEY,6754000,83416.25,22,1344
1978,29,40,SOUTH PLATTE RIVER NEAR WELDONA,6758500,93354,25,1365
1978,30,37,"SOUTH PLATTE RIVER AT COOPER BRIDGE, NEAR BALZAC",6759910,96428.75,23,1392
1978,31,37,SOUTH PLATTE RIVER AT JULESBURG,6764000,101310.92,23,1442
1977,0,3,SOUTH PLATTE RIVER BELOW ANTERO RESERVOIR,PLAANTCO,447.25,2,912
1977,1,3,"S PLATTE RIV AB 11-MILE CANYON RES, NEAR HARTSEL",6695000,1298.92,2,931
1977,2,3,SOUTH PLATTE RIVER NEAR LAKE GEORGE,6696000,2024.92,2,936
1977,3,5,ROCK CREEK ABOVE CONFLUENCE WITH TARRYALL CREEK,2302915,149.58,3,864
1977,4,3,SOUTH PLATTE RIVER BELOW CHEESMAN RESERVOIR,6701500,4102.25,2,942
1977,5,3,NORTH FORK SOUTH PLATTE RIVER AT GRANT,PLAGRACO,1789.83,2,796
1977,6,5,NORTH FORK SOUTH PLATTE RIVER AT BAILEY,PLABAICO,2584.17,3,804
1977,7,8,SOUTH PLATTE RIVER AT SOUTH PLATTE,6707500,10209.25,5,943
1977,8,6,SOUTH PLATTE RIVER AT WATERTON,6708000,11246.83,4,956
1977,9,60,PLUM CREEK AT TITAN ROAD NEAR LOUVIERS,6709530,1888.17,37,770
1977,10,29,BEAR CREEK AT SHERIDAN,6711500,2005.08,18,993
1977,11,11,SOUTH PLATTE RIVER AT ENGLEWOOD,6711565,16133,7,994
1977,12,37,CHERRY CREEK AT DENVER,6713500,1114.67,23,1022
1977,13,10,SOUTH PLATTE RIVER AT DENVER,6714000,18098.75,6,1028
1977,14,6,CLEAR CREEK AT DERBY,6720000,8208.33,4,1273
1977,15,19,COAL CREEK NEAR PLAINVIEW,6730300,108.17,12,436
1977,16,53,BIG DRY CREEK AT WESTMINSTER,6720820,759,33,666
1977,17,8,SOUTH PLATTE RIVER AT HENDERSON,6720500,28522.33,5,1290
1977,18,8,SOUTH PLATTE RIVER AT FORT LUPTON,6721000,28198.92,5,1300
1977,19,10,SOUTH BOULDER CREEK NEAR ELDORADO SPRINGS,6729500,2459.67,6,482
1977,20,8,MIDDLE BOULDER CREEK AT NEDERLAND,6725500,2201.08,5,512
1977,21,10,FOURMILE CREEK AT ORODELL,6727500,195.67,6,510
1977,22,3,LEFT HAND CREEK NEAR BOULDER,6724500,213.5,2,402
1977,23,10,BOULDER CREEK AT MOUTH NEAR LONGMONT,6730500,6265.75,6,587
1977,24,5,"ST. VRAIN CREEK AT MOUTH, NEAR PLATTEVILLE",6731000,9840.17,3,596
1977,25,21,LITTLE THOMPSON RIVER AT CANYON MOUTH NEAR BERTHOUD,LTCANYCO,273.17,13,194
1977,26,18,FISH CREEK NEAR ESTES PARK,6734500,40.17,11,254
1977,27,8,"BIG THOMPSON RIVER AT MOUTH, NEAR LA SALLE",6744000,4209.67,5,299
1977,28,5,SOUTH PLATTE RIVER NEAR KERSEY,6754000,48087.08,3,1344
1977,29,6,SOUTH PLATTE RIVER NEAR WELDONA,6758500,55088.08,4,1365
1977,30,5,"SOUTH PLATTE RIVER AT COOPER BRIDGE, NEAR BALZAC",6759910,59074.92,3,1392
1977,31,5,SOUTH PLATTE RIVER AT JULESBURG,6764000,67753.5,3,1442
1976,0,37,SOUTH PLATTE RIVER BELOW ANTERO RESERVOIR,PLAANTCO,1565.58,23,912
1976,1,32,"S PLATTE RIV AB 11-MILE CANYON RES, NEAR HARTSEL",6695000,4699.83,20,931
1976,2,40,SOUTH PLATTE RIVER NEAR LAKE GEORGE,6696000,5711.75,25,936
1976,3,45,ROCK CREEK ABOVE CONFLUENCE WITH TARRYALL CREEK,2302915,376.5,28,864
1976,4,44,SOUTH PLATTE RIVER BELOW CHEESMAN RESERVOIR,6701500,10941.42,27,942
1976,5,35,NORTH FORK SOUTH PLATTE RIVER AT GRANT,PLAGRACO,3423.17,22,796
1976,6,34,NORTH FORK SOUTH PLATTE RIVER AT BAILEY,PLABAICO,4280.67,21,804
1976,7,45,SOUTH PLATTE RIVER AT SOUTH PLATTE,6707500,19025,28,943
1976,8,42,SOUTH PLATTE RIVER AT WATERTON,6708000,19626.33,26,956
1976,9,23,PLUM CREEK AT TITAN ROAD NEAR LOUVIERS,6709530,1095.58,14,770
1976,10,34,BEAR CREEK AT SHERIDAN,6711500,2087.08,21,993
1976,11,37,SOUTH PLATTE RIVER AT ENGLEWOOD,6711565,23253.92,23,994
1976,12,39,CHERRY CREEK AT DENVER,6713500,1115.33,24,1022
1976,13,29,SOUTH PLATTE RIVER AT DENVER,6714000,26696.92,18,1028
1976,14,16,CLEAR CREEK AT DERBY,6720000,10595.33,10,1273
1976,15,29,COAL CREEK NEAR PLAINVIEW,6730300,137,18,436
1976,16,73,BIG DRY CREEK AT WESTMINSTER,6720820,1132.25,45,666
1976,17,31,SOUTH PLATTE RIVER AT HENDERSON,6720500,40355.83,19,1290
1976,18,27,SOUTH PLATTE RIVER AT FORT LUPTON,6721000,39803.17,17,1300
1976,19,16,SOUTH BOULDER CREEK NEAR ELDORADO SPRINGS,6729500,2747.33,10,482
1976,20,23,MIDDLE BOULDER CREEK AT NEDERLAND,6725500,2690.67,14,512
1976,21,11,FOURMILE CREEK AT ORODELL,6727500,196.92,7,510
1976,22,8,LEFT HAND CREEK NEAR BOULDER,6724500,332.17,5,402
1976,23,19,BOULDER CREEK AT MOUTH NEAR LONGMONT,6730500,7114.42,12,587
1976,24,11,"ST. VRAIN CREEK AT MOUTH, NEAR PLATTEVILLE",6731000,13918.08,7,596
1976,25,37,LITTLE THOMPSON RIVER AT CANYON MOUTH NEAR BERTHOUD,LTCANYCO,510.67,23,194
1976,26,48,FISH CREEK NEAR ESTES PARK,6734500,88.83,30,254
1976,27,24,"BIG THOMPSON RIVER AT MOUTH, NEAR LA SALLE",6744000,7963.92,15,299
1976,28,23,SOUTH PLATTE RIVER NEAR KERSEY,6754000,69795.92,14,1344
1976,29,21,SOUTH PLATTE RIVER NEAR WELDONA,6758500,75661,13,1365
1976,30,21,"SOUTH PLATTE RIVER AT COOPER BRIDGE, NEAR BALZAC",6759910,79115.25,13,1392
1976,31,19,SOUTH PLATTE RIVER AT JULESBURG,6764000,83967.58,12,1442
1975,0,82,SOUTH PLATTE RIVER BELOW ANTERO RESERVOIR,PLAANTCO,1999.5,51,912
1975,1,66,"S PLATTE RIV AB 11-MILE CANYON RES, NEAR HARTSEL",6695000,6099.25,41,931
1975,2,77,SOUTH PLATTE RIVER NEAR LAKE GEORGE,6696000,7505,48,936
1975,3,66,ROCK CREEK ABOVE CONFLUENCE WITH TARRYALL CREEK,2302915,453.58,41,864
1975,4,73,SOUTH PLATTE RIVER BELOW CHEESMAN RESERVOIR,6701500,13805.17,45,942
1975,5,69,NORTH FORK SOUTH PLATTE RIVER AT GRANT,PLAGRACO,4254.42,43,796
1975,6,68,NORTH FORK SOUTH PLATTE RIVER AT BAILEY,PLABAICO,5485.67,42,804
1975,7,74,SOUTH PLATTE RIVER AT SOUTH PLATTE,6707500,24751.08,46,943
1975,8,74,SOUTH PLATTE RIVER AT WATERTON,6708000,26211.75,46,956
1975,9,63,PLUM CREEK AT TITAN ROAD NEAR LOUVIERS,6709530,2035.5,39,770
1975,10,58,BEAR CREEK AT SHERIDAN,6711500,3269.83,36,993
1975,11,71,SOUTH PLATTE RIVER AT ENGLEWOOD,6711565,32345.83,44,994
1975,12,53,CHERRY CREEK AT DENVER,6713500,1335.58,33,1022
1975,13,69,SOUTH PLATTE RIVER AT DENVER,6714000,36368,43,1028
1975,14,63,CLEAR CREEK AT DERBY,6720000,15360.67,39,1273
1975,15,45,COAL CREEK NEAR PLAINVIEW,6730300,193.17,28,436
1975,16,76,BIG DRY CREEK AT WESTMINSTER,6720820,1189,47,666
1975,17,68,SOUTH PLATTE RIVER AT HENDERSON,6720500,54730.92,42,1290
1975,18,63,SOUTH PLATTE RIVER AT FORT LUPTON,6721000,52831.17,39,1300
1975,19,63,SOUTH BOULDER CREEK NEAR ELDORADO SPRINGS,6729500,4361,39,482
1975,20,55,MIDDLE BOULDER CREEK AT NEDERLAND,6725500,3449.83,34,512
1975,21,76,FOURMILE CREEK AT ORODELL,6727500,466,47,510
1975,22,66,LEFT HAND CREEK NEAR BOULDER,6724500,764.42,41,402
1975,23,61,BOULDER CREEK AT MOUTH NEAR LONGMONT,6730500,11265.92,38,587
1975,24,53,"ST. VRAIN CREEK AT MOUTH, NEAR PLATTEVILLE",6731000,22581.17,33,596
1975,25,52,LITTLE THOMPSON RIVER AT CANYON MOUTH NEAR BERTHOUD,LTCANYCO,697.08,32,194
1975,26,73,FISH CREEK NEAR ESTES PARK,6734500,155.83,45,254
1975,27,61,"BIG THOMPSON RIVER AT MOUTH, NEAR LA SALLE",6744000,12605,38,299
1975,28,58,SOUTH PLATTE RIVER NEAR KERSEY,6754000,99977,36,1344
1975,29,60,SOUTH PLATTE RIVER NEAR WELDONA,6758500,106758.75,37,1365
1975,30,61,"SOUTH PLATTE RIVER AT COOPER BRIDGE, NEAR BALZAC",6759910,112102.17,38,1392
1975,31,61,SOUTH PLATTE RIVER AT JULESBURG,6764000,118145.67,38,1442
1974,0,42,SOUTH PLATTE RIVER BELOW ANTERO RESERVOIR,PLAANTCO,1605.75,26,912
1974,1,6,"S PLATTE RIV AB 11-MILE CANYON RES, NEAR HARTSEL",6695000,1823,4,931
1974,2,10,SOUTH PLATTE RIVER NEAR LAKE GEORGE,6696000,3085.5,6,936
1974,3,19,ROCK CREEK ABOVE CONFLUENCE WITH TARRYALL CREEK,2302915,272.25,12,864
1974,4,15,SOUTH PLATTE RIVER BELOW CHEESMAN RESERVOIR,6701500,6864.75,9,942
1974,5,21,NORTH FORK SOUTH PLATTE RIVER AT GRANT,PLAGRACO,3047.92,13,796
1974,6,40,NORTH FORK SOUTH PLATTE RIVER AT BAILEY,PLABAICO,4498.42,25,804
1974,7,34,SOUTH PLATTE RIVER AT SOUTH PLATTE,6707500,17796.33,21,943
1974,8,34,SOUTH PLATTE RIVER AT WATERTON,6708000,18723,21,956
1974,9,81,PLUM CREEK AT TITAN ROAD NEAR LOUVIERS,6709530,3617.42,50,770
1974,10,52,BEAR CREEK AT SHERIDAN,6711500,3112.25,32,993
1974,11,56,SOUTH PLATTE RIVER AT ENGLEWOOD,6711565,27620.92,35,994
1974,12,79,CHERRY CREEK AT DENVER,6713500,2071.33,49,1022
1974,13,58,SOUTH PLATTE RIVER AT DENVER,6714000,31968.92,36,1028
1974,14,61,CLEAR CREEK AT DERBY,6720000,15083.5,38,1273
1974,15,44,COAL CREEK NEAR PLAINVIEW,6730300,191.25,27,436
1974,16,52,BIG DRY CREEK AT WESTMINSTER,6720820,750.92,32,666
1974,17,66,SOUTH PLATTE RIVER AT HENDERSON,6720500,53573.33,41,1290
1974,18,65,SOUTH PLATTE RIVER AT FORT LUPTON,6721000,52887.5,40,1300
1974,19,61,SOUTH BOULDER CREEK NEAR ELDORADO SPRINGS,6729500,4199.92,38,482
1974,20,66,MIDDLE BOULDER CREEK AT NEDERLAND,6725500,3566.58,41,512
1974,21,50,FOURMILE CREEK AT ORODELL,6727500,349.5,31,510
1974,22,32,LEFT HAND CREEK NEAR BOULDER,6724500,469,20,402
1974,23,56,BOULDER CREEK AT MOUTH NEAR LONGMONT,6730500,10450.75,35,587
1974,24,40,"ST. VRAIN CREEK AT MOUTH, NEAR PLATTEVILLE",6731000,19608.17,25,596
1974,25,50,LITTLE THOMPSON RIVER AT CANYON MOUTH NEAR BERTHOUD,LTCANYCO,653.83,31,194
1974,26,27,FISH CREEK NEAR ESTES PARK,6734500,61.17,17,254
1974,27,31,"BIG THOMPSON RIVER AT MOUTH, NEAR LA SALLE",6744000,9110.25,19,299
1974,28,53,SOUTH PLATTE RIVER NEAR KERSEY,6754000,94868.33,33,1344
1974,29,52,SOUTH PLATTE RIVER NEAR WELDONA,6758500,103036.08,32,1365
1974,30,56,"SOUTH PLATTE RIVER AT COOPER BRIDGE, NEAR BALZAC",6759910,108907.83,35,1392
1974,31,53,SOUTH PLATTE RIVER AT JULESBURG,6764000,115694,33,1442
1973,0,79,SOUTH PLATTE RIVER BELOW ANTERO RESERVOIR,PLAANTCO,1956.67,49,912
1973,1,81,"S PLATTE RIV AB 11-MILE CANYON RES, NEAR HARTSEL",6695000,7276,50,931
1973,2,84,SOUTH PLATTE RIVER NEAR LAKE GEORGE,6696000,8832.5,52,936
1973,3,94,ROCK CREEK ABOVE CONFLUENCE WITH TARRYALL CREEK,2302915,885.42,58,864
1973,4,92,SOUTH PLATTE RIVER BELOW CHEESMAN RESERVOIR,6701500,21129.08,57,942
1973,5,71,NORTH FORK SOUTH PLATTE RIVER AT GRANT,PLAGRACO,4297.5,44,796
1973,6,90,NORTH FORK SOUTH PLATTE RIVER AT BAILEY,PLABAICO,7659.75,56,804
1973,7,94,SOUTH PLATTE RIVER AT SOUTH PLATTE,6707500,43699.5,58,943
1973,8,94,SOUTH PLATTE RIVER AT WATERTON,6708000,44288,58,956
1973,9,97,PLUM CREEK AT TITAN ROAD NEAR LOUVIERS,6709530,7935.17,60,770
1973,10,98,BEAR CREEK AT SHERIDAN,6711500,8766.33,61,993
1973,11,97,SOUTH PLATTE RIVER AT ENGLEWOOD,6711565,65830.67,60,994
1973,12,97,CHERRY CREEK AT DENVER,6713500,3136.17,60,1022
1973,13,97,SOUTH PLATTE RIVER AT DENVER,6714000,72295.75,60,1028
1973,14,90,CLEAR CREEK AT DERBY,6720000,20868.75,56,1273
1973,15,95,COAL CREEK NEAR PLAINVIEW,6730300,650.83,59,436
1973,16,84,BIG DRY CREEK AT WESTMINSTER,6720820,1350.92,52,666
1973,17,97,SOUTH PLATTE RIVER AT HENDERSON,6720500,99441.67,60,1290
