Year,Node,Percentile,Node_Name,Node_ID,Natural_Flow_AF,Rank,Node_Order
1973,18,97,SOUTH PLATTE RIVER AT FORT LUPTON,6721000,103077.33,60,1300
1973,19,82,SOUTH BOULDER CREEK NEAR ELDORADO SPRINGS,6729500,5590,51,482
1973,20,53,MIDDLE BOULDER CREEK AT NEDERLAND,6725500,3437.83,33,512
1973,21,81,FOURMILE CREEK AT ORODELL,6727500,469.75,50,510
1973,22,52,LEFT HAND CREEK NEAR BOULDER,6724500,605.25,32,402
1973,23,73,BOULDER CREEK AT MOUTH NEAR LONGMONT,6730500,12498.67,45,587
1973,24,85,"ST. VRAIN CREEK AT MOUTH, NEAR PLATTEVILLE",6731000,31332.83,53,596
1973,25,90,LITTLE THOMPSON RIVER AT CANYON MOUTH NEAR BERTHOUD,LTCANYCO,1693.25,56,194
1973,26,89,FISH CREEK NEAR ESTES PARK,6734500,225,55,254
1973,27,84,"BIG THOMPSON RIVER AT MOUTH, NEAR LA SALLE",6744000,16191.83,52,299
1973,28,94,SOUTH PLATTE RIVER NEAR KERSEY,6754000,195736.5,58,1344
1973,29,94,SOUTH PLATTE RIVER NEAR WELDONA,6758500,183801.25,58,1365
1973,30,94,"SOUTH PLATTE RIVER AT COOPER BRIDGE, NEAR BALZAC",6759910,181525,58,1392
1973,31,94,SOUTH PLATTE RIVER AT JULESBURG,6764000,196381.25,58,1442
1972,0,74,SOUTH PLATTE RIVER BELOW ANTERO RESERVOIR,PLAANTCO,1889.58,46,912
1972,1,26,"S PLATTE RIV AB 11-MILE CANYON RES, NEAR HARTSEL",6695000,4291.25,16,931
1972,2,31,SOUTH PLATTE RIVER NEAR LAKE GEORGE,6696000,5392.25,19,936
1972,3,37,ROCK CREEK ABOVE CONFLUENCE WITH TARRYALL CREEK,2302915,342,23,864
1972,4,31,SOUTH PLATTE RIVER BELOW CHEESMAN RESERVOIR,6701500,10142.92,19,942
1972,5,44,NORTH FORK SOUTH PLATTE RIVER AT GRANT,PLAGRACO,3735.83,27,796
1972,6,45,NORTH FORK SOUTH PLATTE RIVER AT BAILEY,PLABAICO,4573.67,28,804
1972,7,39,SOUTH PLATTE RIVER AT SOUTH PLATTE,6707500,18432.58,24,943
1972,8,40,SOUTH PLATTE RIVER AT WATERTON,6708000,19476.17,25,956
1972,9,16,PLUM CREEK AT TITAN ROAD NEAR LOUVIERS,6709530,993.67,10,770
1972,10,24,BEAR CREEK AT SHERIDAN,6711500,1785.5,15,993
1972,11,40,SOUTH PLATTE RIVER AT ENGLEWOOD,6711565,23577.83,25,994
1972,12,42,CHERRY CREEK AT DENVER,6713500,1137.25,26,1022
1972,13,34,SOUTH PLATTE RIVER AT DENVER,6714000,27090.25,21,1028
1972,14,26,CLEAR CREEK AT DERBY,6720000,12397.25,16,1273
1972,15,10,COAL CREEK NEAR PLAINVIEW,6730300,77,6,436
1972,16,35,BIG DRY CREEK AT WESTMINSTER,6720820,599.25,22,666
1972,17,40,SOUTH PLATTE RIVER AT HENDERSON,6720500,44078.5,25,1290
1972,18,32,SOUTH PLATTE RIVER AT FORT LUPTON,6721000,41832,20,1300
1972,19,26,SOUTH BOULDER CREEK NEAR ELDORADO SPRINGS,6729500,2999.08,16,482
1972,20,29,MIDDLE BOULDER CREEK AT NEDERLAND,6725500,2913.33,18,512
1972,21,6,FOURMILE CREEK AT ORODELL,6727500,194.33,4,510
1972,22,34,LEFT HAND CREEK NEAR BOULDER,6724500,479.92,21,402
1972,23,27,BOULDER CREEK AT MOUTH NEAR LONGMONT,6730500,8022.25,17,587
1972,24,31,"ST. VRAIN CREEK AT MOUTH, NEAR PLATTEVILLE",6731000,17188.25,19,596
1972,25,23,LITTLE THOMPSON RIVER AT CANYON MOUTH NEAR BERTHOUD,LTCANYCO,281.33,14,194
1972,26,19,FISH CREEK NEAR ESTES PARK,6734500,46.08,12,254
1972,27,26,"BIG THOMPSON RIVER AT MOUTH, NEAR LA SALLE",6744000,8001.83,16,299
1972,28,31,SOUTH PLATTE RIVER NEAR KERSEY,6754000,75869.5,19,1344
1972,29,26,SOUTH PLATTE RIVER NEAR WELDONA,6758500,80187.5,16,1365
1972,30,27,"SOUTH PLATTE RIVER AT COOPER BRIDGE, NEAR BALZAC",6759910,85498.83,17,1392
1972,31,23,SOUTH PLATTE RIVER AT JULESBURG,6764000,89583.5,14,1442
1971,0,63,SOUTH PLATTE RIVER BELOW ANTERO RESERVOIR,PLAANTCO,1832.33,39,912
1971,1,52,"S PLATTE RIV AB 11-MILE CANYON RES, NEAR HARTSEL",6695000,5331.17,32,931
1971,2,53,SOUTH PLATTE RIVER NEAR LAKE GEORGE,6696000,6097.25,33,936
1971,3,47,ROCK CREEK ABOVE CONFLUENCE WITH TARRYALL CREEK,2302915,377.75,29,864
1971,4,50,SOUTH PLATTE RIVER BELOW CHEESMAN RESERVOIR,6701500,11306.5,31,942
1971,5,60,NORTH FORK SOUTH PLATTE RIVER AT GRANT,PLAGRACO,4030.67,37,796
1971,6,65,NORTH FORK SOUTH PLATTE RIVER AT BAILEY,PLABAICO,5260.75,40,804
1971,7,65,SOUTH PLATTE RIVER AT SOUTH PLATTE,6707500,22022.33,40,943
1971,8,66,SOUTH PLATTE RIVER AT WATERTON,6708000,23581.75,41,956
1971,9,65,PLUM CREEK AT TITAN ROAD NEAR LOUVIERS,6709530,2182.75,40,770
1971,10,63,BEAR CREEK AT SHERIDAN,6711500,3505.25,39,993
1971,11,66,SOUTH PLATTE RIVER AT ENGLEWOOD,6711565,30534.67,41,994
1971,12,35,CHERRY CREEK AT DENVER,6713500,1102.17,22,1022
1971,13,65,SOUTH PLATTE RIVER AT DENVER,6714000,34102,40,1028
1971,14,74,CLEAR CREEK AT DERBY,6720000,17279.25,46,1273
1971,15,77,COAL CREEK NEAR PLAINVIEW,6730300,382,48,436
1971,16,11,BIG DRY CREEK AT WESTMINSTER,6720820,374.25,7,666
1971,17,69,SOUTH PLATTE RIVER AT HENDERSON,6720500,55569.67,43,1290
1971,18,68,SOUTH PLATTE RIVER AT FORT LUPTON,6721000,54187.92,42,1300
1971,19,84,SOUTH BOULDER CREEK NEAR ELDORADO SPRINGS,6729500,5646.75,52,482
1971,20,84,MIDDLE BOULDER CREEK AT NEDERLAND,6725500,4014.67,52,512
1971,21,55,FOURMILE CREEK AT ORODELL,6727500,361.08,34,510
1971,22,56,LEFT HAND CREEK NEAR BOULDER,6724500,675.25,35,402
1971,23,81,BOULDER CREEK AT MOUTH NEAR LONGMONT,6730500,13641.92,50,587
1971,24,73,"ST. VRAIN CREEK AT MOUTH, NEAR PLATTEVILLE",6731000,28531.17,45,596
1971,25,85,LITTLE THOMPSON RIVER AT CANYON MOUTH NEAR BERTHOUD,LTCANYCO,1387.42,53,194
1971,26,85,FISH CREEK NEAR ESTES PARK,6734500,205.58,53,254
1971,27,74,"BIG THOMPSON RIVER AT MOUTH, NEAR LA SALLE",6744000,14967.17,46,299
1971,28,73,SOUTH PLATTE RIVER NEAR KERSEY,6754000,121486.08,45,1344
1971,29,74,SOUTH PLATTE RIVER NEAR WELDONA,6758500,127058.42,46,1365
1971,30,73,"SOUTH PLATTE RIVER AT COOPER BRIDGE, NEAR BALZAC",6759910,129502.42,45,1392
1971,31,73,SOUTH PLATTE RIVER AT JULESBURG,6764000,131759.42,45,1442
1970,0,66,SOUTH PLATTE RIVER BELOW ANTERO RESERVOIR,PLAANTCO,1851.5,41,912
1970,1,98,"S PLATTE RIV AB 11-MILE CANYON RES, NEAR HARTSEL",6695000,12032,61,931
1970,2,100,SOUTH PLATTE RIVER NEAR LAKE GEORGE,6696000,14251.25,62,936
1970,3,100,ROCK CREEK ABOVE CONFLUENCE WITH TARRYALL CREEK,2302915,1108.58,62,864
1970,4,100,SOUTH PLATTE RIVER BELOW CHEESMAN RESERVOIR,6701500,29619.17,62,942
1970,5,97,NORTH FORK SOUTH PLATTE RIVER AT GRANT,PLAGRACO,6737.25,60,796
1970,6,94,NORTH FORK SOUTH PLATTE RIVER AT BAILEY,PLABAICO,8708.25,58,804
1970,7,98,SOUTH PLATTE RIVER AT SOUTH PLATTE,6707500,47068.5,61,943
1970,8,97,SOUTH PLATTE RIVER AT WATERTON,6708000,48190.83,60,956
1970,9,69,PLUM CREEK AT TITAN ROAD NEAR LOUVIERS,6709530,2548.25,43,770
1970,10,85,BEAR CREEK AT SHERIDAN,6711500,6169.33,53,993
1970,11,94,SOUTH PLATTE RIVER AT ENGLEWOOD,6711565,58372.83,58,994
1970,12,44,CHERRY CREEK AT DENVER,6713500,1146.42,27,1022
1970,13,95,SOUTH PLATTE RIVER AT DENVER,6714000,65360.08,59,1028
1970,14,84,CLEAR CREEK AT DERBY,6720000,19993.33,52,1273
1970,15,71,COAL CREEK NEAR PLAINVIEW,6730300,335.33,44,436
1970,16,21,BIG DRY CREEK AT WESTMINSTER,6720820,441.67,13,666
1970,17,94,SOUTH PLATTE RIVER AT HENDERSON,6720500,88197.33,58,1290
1970,18,90,SOUTH PLATTE RIVER AT FORT LUPTON,6721000,86732.25,56,1300
1970,19,81,SOUTH BOULDER CREEK NEAR ELDORADO SPRINGS,6729500,5369.75,50,482
1970,20,87,MIDDLE BOULDER CREEK AT NEDERLAND,6725500,4101.17,54,512
1970,21,90,FOURMILE CREEK AT ORODELL,6727500,513.92,56,510
1970,22,68,LEFT HAND CREEK NEAR BOULDER,6724500,769.67,42,402
1970,23,79,BOULDER CREEK AT MOUTH NEAR LONGMONT,6730500,13129.25,49,587
1970,24,76,"ST. VRAIN CREEK AT MOUTH, NEAR PLATTEVILLE",6731000,28916.25,47,596
1970,25,79,LITTLE THOMPSON RIVER AT CANYON MOUTH NEAR BERTHOUD,LTCANYCO,1244.17,49,194
1970,26,61,FISH CREEK NEAR ESTES PARK,6734500,135.17,38,254
1970,27,76,"BIG THOMPSON RIVER AT MOUTH, NEAR LA SALLE",6744000,15127.25,47,299
1970,28,85,SOUTH PLATTE RIVER NEAR KERSEY,6754000,150673.75,53,1344
1970,29,87,SOUTH PLATTE RIVER NEAR WELDONA,6758500,147098.58,54,1365
1970,30,87,"SOUTH PLATTE RIVER AT COOPER BRIDGE, NEAR BALZAC",6759910,159266.67,54,1392
1970,31,85,SOUTH PLATTE RIVER AT JULESBURG,6764000,158846.5,53,1442
1969,0,44,SOUTH PLATTE RIVER BELOW ANTERO RESERVOIR,PLAANTCO,1606.5,27,912
1969,1,50,"S PLATTE RIV AB 11-MILE CANYON RES, NEAR HARTSEL",6695000,5301.75,31,931
1969,2,74,SOUTH PLATTE RIVER NEAR LAKE GEORGE,6696000,7117.75,46,936
1969,3,82,ROCK CREEK ABOVE CONFLUENCE WITH TARRYALL CREEK,2302915,642.17,51,864
1969,4,79,SOUTH PLATTE RIVER BELOW CHEESMAN RESERVOIR,6701500,16037.5,49,942
1969,5,73,NORTH FORK SOUTH PLATTE RIVER AT GRANT,PLAGRACO,4378.83,45,796
1969,6,81,NORTH FORK SOUTH PLATTE RIVER AT BAILEY,PLABAICO,6641.75,50,804
1969,7,81,SOUTH PLATTE RIVER AT SOUTH PLATTE,6707500,32715.42,50,943
1969,8,81,SOUTH PLATTE RIVER AT WATERTON,6708000,33500.5,50,956
1969,9,79,PLUM CREEK AT TITAN ROAD NEAR LOUVIERS,6709530,3595.58,49,770
1969,10,94,BEAR CREEK AT SHERIDAN,6711500,8148.83,58,993
1969,11,81,SOUTH PLATTE RIVER AT ENGLEWOOD,6711565,47059.17,50,994
1969,12,55,CHERRY CREEK AT DENVER,6713500,1401.83,34,1022
1969,13,82,SOUTH PLATTE RIVER AT DENVER,6714000,54497.58,51,1028
1969,14,92,CLEAR CREEK AT DERBY,6720000,21463.42,57,1273
1969,15,98,COAL CREEK NEAR PLAINVIEW,6730300,735.42,61,436
1969,16,92,BIG DRY CREEK AT WESTMINSTER,6720820,1746.42,57,666
1969,17,81,SOUTH PLATTE RIVER AT HENDERSON,6720500,74541.5,50,1290
1969,18,79,SOUTH PLATTE RIVER AT FORT LUPTON,6721000,75089.5,49,1300
1969,19,95,SOUTH BOULDER CREEK NEAR ELDORADO SPRINGS,6729500,6718,59,482
1969,20,85,MIDDLE BOULDER CREEK AT NEDERLAND,6725500,4096.83,53,512
1969,21,97,FOURMILE CREEK AT ORODELL,6727500,592.5,60,510
1969,22,71,LEFT HAND CREEK NEAR BOULDER,6724500,822.75,44,402
1969,23,95,BOULDER CREEK AT MOUTH NEAR LONGMONT,6730500,16557.5,59,587
1969,24,94,"ST. VRAIN CREEK AT MOUTH, NEAR PLATTEVILLE",6731000,37076.92,58,596
1969,25,97,LITTLE THOMPSON RIVER AT CANYON MOUTH NEAR BERTHOUD,LTCANYCO,2333.08,60,194
1969,26,92,FISH CREEK NEAR ESTES PARK,6734500,274.33,57,254
1969,27,81,"BIG THOMPSON RIVER AT MOUTH, NEAR LA SALLE",6744000,15836.42,50,299
1969,28,84,SOUTH PLATTE RIVER NEAR KERSEY,6754000,150450.83,52,1344
1969,29,84,SOUTH PLATTE RIVER NEAR WELDONA,6758500,138449.92,52,1365
1969,30,82,"SOUTH PLATTE RIVER AT COOPER BRIDGE, NEAR BALZAC",6759910,143412.92,51,1392
1969,31,84,SOUTH PLATTE RIVER AT JULESBURG,6764000,153395.83,52,1442
1968,0,53,SOUTH PLATTE RIVER BELOW ANTERO RESERVOIR,PLAANTCO,1747.25,33,912
1968,1,21,"S PLATTE RIV AB 11-MILE CANYON RES, NEAR HARTSEL",6695000,3688.17,13,931
1968,2,26,SOUTH PLATTE RIVER NEAR LAKE GEORGE,6696000,4913.08,16,936
1968,3,24,ROCK CREEK ABOVE CONFLUENCE WITH TARRYALL CREEK,2302915,314.08,15,864
1968,4,26,SOUTH PLATTE RIVER BELOW CHEESMAN RESERVOIR,6701500,9274.92,16,942
1968,5,32,NORTH FORK SOUTH PLATTE RIVER AT GRANT,PLAGRACO,3378.5,20,796
1968,6,35,NORTH FORK SOUTH PLATTE RIVER AT BAILEY,PLABAICO,4293.67,22,804
1968,7,31,SOUTH PLATTE RIVER AT SOUTH PLATTE,6707500,17627.42,19,943
1968,8,23,SOUTH PLATTE RIVER AT WATERTON,6708000,17314.08,14,956
1968,9,45,PLUM CREEK AT TITAN ROAD NEAR LOUVIERS,6709530,1441.83,28,770
1968,10,42,BEAR CREEK AT SHERIDAN,6711500,2271.75,26,993
1968,11,24,SOUTH PLATTE RIVER AT ENGLEWOOD,6711565,20870.08,15,994
1968,12,19,CHERRY CREEK AT DENVER,6713500,836.83,12,1022
1968,13,23,SOUTH PLATTE RIVER AT DENVER,6714000,22790.5,14,1028
1968,14,44,CLEAR CREEK AT DERBY,6720000,13762.17,27,1273
1968,15,35,COAL CREEK NEAR PLAINVIEW,6730300,166.25,22,436
1968,16,44,BIG DRY CREEK AT WESTMINSTER,6720820,648.25,27,666
1968,17,24,SOUTH PLATTE RIVER AT HENDERSON,6720500,37884.92,15,1290
1968,18,24,SOUTH PLATTE RIVER AT FORT LUPTON,6721000,38525.25,15,1300
1968,19,35,SOUTH BOULDER CREEK NEAR ELDORADO SPRINGS,6729500,3378.75,22,482
1968,20,47,MIDDLE BOULDER CREEK AT NEDERLAND,6725500,3200.33,29,512
1968,21,21,FOURMILE CREEK AT ORODELL,6727500,232.25,13,510
1968,22,26,LEFT HAND CREEK NEAR BOULDER,6724500,433.5,16,402
1968,23,37,BOULDER CREEK AT MOUTH NEAR LONGMONT,6730500,8858.92,23,587
1968,24,26,"ST. VRAIN CREEK AT MOUTH, NEAR PLATTEVILLE",6731000,16535.42,16,596
1968,25,31,LITTLE THOMPSON RIVER AT CANYON MOUTH NEAR BERTHOUD,LTCANYCO,368.92,19,194
1968,26,26,FISH CREEK NEAR ESTES PARK,6734500,60.92,16,254
1968,27,29,"BIG THOMPSON RIVER AT MOUTH, NEAR LA SALLE",6744000,8995.75,18,299
1968,28,19,SOUTH PLATTE RIVER NEAR KERSEY,6754000,68779.08,12,1344
1968,29,18,SOUTH PLATTE RIVER NEAR WELDONA,6758500,73708.08,11,1365
1968,30,19,"SOUTH PLATTE RIVER AT COOPER BRIDGE, NEAR BALZAC",6759910,78674.17,12,1392
1968,31,26,SOUTH PLATTE RIVER AT JULESBURG,6764000,92177.42,16,1442
1967,0,39,SOUTH PLATTE RIVER BELOW ANTERO RESERVOIR,PLAANTCO,1567.33,24,912
1967,1,8,"S PLATTE RIV AB 11-MILE CANYON RES, NEAR HARTSEL",6695000,2184.17,5,931
1967,2,8,SOUTH PLATTE RIVER NEAR LAKE GEORGE,6696000,2754.17,5,936
1967,3,15,ROCK CREEK ABOVE CONFLUENCE WITH TARRYALL CREEK,2302915,214.08,9,864
1967,4,11,SOUTH PLATTE RIVER BELOW CHEESMAN RESERVOIR,6701500,5729.08,7,942
1967,5,34,NORTH FORK SOUTH PLATTE RIVER AT GRANT,PLAGRACO,3380.75,21,796
1967,6,32,NORTH FORK SOUTH PLATTE RIVER AT BAILEY,PLABAICO,4257.92,20,804
1967,7,15,SOUTH PLATTE RIVER AT SOUTH PLATTE,6707500,13876.75,9,943
1967,8,21,SOUTH PLATTE RIVER AT WATERTON,6708000,16073.58,13,956
1967,9,42,PLUM CREEK AT TITAN ROAD NEAR LOUVIERS,6709530,1388.67,26,770
1967,10,31,BEAR CREEK AT SHERIDAN,6711500,2076.83,19,993
1967,11,19,SOUTH PLATTE RIVER AT ENGLEWOOD,6711565,19381,12,994
1967,12,45,CHERRY CREEK AT DENVER,6713500,1174.42,28,1022
1967,13,21,SOUTH PLATTE RIVER AT DENVER,6714000,22661.33,13,1028
1967,14,29,CLEAR CREEK AT DERBY,6720000,12512.75,18,1273
1967,15,52,COAL CREEK NEAR PLAINVIEW,6730300,208.92,32,436
1967,16,100,BIG DRY CREEK AT WESTMINSTER,6720820,2510.83,62,666
1967,17,23,SOUTH PLATTE RIVER AT HENDERSON,6720500,36930.42,14,1290
1967,18,23,SOUTH PLATTE RIVER AT FORT LUPTON,6721000,38414.08,14,1300
1967,19,34,SOUTH BOULDER CREEK NEAR ELDORADO SPRINGS,6729500,3289.17,21,482
1967,20,27,MIDDLE BOULDER CREEK AT NEDERLAND,6725500,2907.5,17,512
1967,21,69,FOURMILE CREEK AT ORODELL,6727500,434.42,43,510
1967,22,21,LEFT HAND CREEK NEAR BOULDER,6724500,399.17,13,402
1967,23,35,BOULDER CREEK AT MOUTH NEAR LONGMONT,6730500,8780.92,22,587
1967,24,50,"ST. VRAIN CREEK AT MOUTH, NEAR PLATTEVILLE",6731000,22217.92,31,596
1967,25,63,LITTLE THOMPSON RIVER AT CANYON MOUTH NEAR BERTHOUD,LTCANYCO,857.25,39,194
1967,26,50,FISH CREEK NEAR ESTES PARK,6734500,89.75,31,254
1967,27,48,"BIG THOMPSON RIVER AT MOUTH, NEAR LA SALLE",6744000,10526.17,30,299
1967,28,37,SOUTH PLATTE RIVER NEAR KERSEY,6754000,84699.25,23,1344
1967,29,34,SOUTH PLATTE RIVER NEAR WELDONA,6758500,86756.5,21,1365
1967,30,42,"SOUTH PLATTE RIVER AT COOPER BRIDGE, NEAR BALZAC",6759910,98113,26,1392
1967,31,42,SOUTH PLATTE RIVER AT JULESBURG,6764000,109018.25,26,1442
1966,0,32,SOUTH PLATTE RIVER BELOW ANTERO RESERVOIR,PLAANTCO,1510.75,20,912
1966,1,10,"S PLATTE RIV AB 11-MILE CANYON RES, NEAR HARTSEL",6695000,2383.33,6,931
1966,2,5,SOUTH PLATTE RIVER NEAR LAKE GEORGE,6696000,2611.33,3,936
1966,3,10,ROCK CREEK ABOVE CONFLUENCE WITH TARRYALL CREEK,2302915,163.42,6,864
1966,4,6,SOUTH PLATTE RIVER BELOW CHEESMAN RESERVOIR,6701500,4882.42,4,942
1966,5,10,NORTH FORK SOUTH PLATTE RIVER AT GRANT,PLAGRACO,2275.83,6,796
1966,6,11,NORTH FORK SOUTH PLATTE RIVER AT BAILEY,PLABAICO,2842.08,7,804
1966,7,10,SOUTH PLATTE RIVER AT SOUTH PLATTE,6707500,10235.42,6,943
1966,8,10,SOUTH PLATTE RIVER AT WATERTON,6708000,12984.58,6,956
1966,9,37,PLUM CREEK AT TITAN ROAD NEAR LOUVIERS,6709530,1305.75,23,770
1966,10,13,BEAR CREEK AT SHERIDAN,6711500,1328.08,8,993
1966,11,6,SOUTH PLATTE RIVER AT ENGLEWOOD,6711565,15248.42,4,994
1966,12,15,CHERRY CREEK AT DENVER,6713500,749.08,9,1022
1966,13,6,SOUTH PLATTE RIVER AT DENVER,6714000,17250.58,4,1028
1966,14,10,CLEAR CREEK AT DERBY,6720000,8862.67,6,1273
1966,15,3,COAL CREEK NEAR PLAINVIEW,6730300,23.58,2,436
1966,16,32,BIG DRY CREEK AT WESTMINSTER,6720820,573.25,20,666
1966,17,6,SOUTH PLATTE RIVER AT HENDERSON,6720500,26618.58,4,1290
1966,18,6,SOUTH PLATTE RIVER AT FORT LUPTON,6721000,26063.33,4,1300
1966,19,5,SOUTH BOULDER CREEK NEAR ELDORADO SPRINGS,6729500,2014.58,3,482
1966,20,5,MIDDLE BOULDER CREEK AT NEDERLAND,6725500,1729.75,3,512
1966,21,3,FOURMILE CREEK AT ORODELL,6727500,132.42,2,510
1966,22,19,LEFT HAND CREEK NEAR BOULDER,6724500,396.42,12,402
1966,23,5,BOULDER CREEK AT MOUTH NEAR LONGMONT,6730500,5059.58,3,587
1966,24,10,"ST. VRAIN CREEK AT MOUTH, NEAR PLATTEVILLE",6731000,11672.17,6,596
1966,25,16,LITTLE THOMPSON RIVER AT CANYON MOUTH NEAR BERTHOUD,LTCANYCO,202.5,10,194
1966,26,8,FISH CREEK NEAR ESTES PARK,6734500,24.5,5,254
1966,27,23,"BIG THOMPSON RIVER AT MOUTH, NEAR LA SALLE",6744000,7504.42,14,299
1966,28,6,SOUTH PLATTE RIVER NEAR KERSEY,6754000,48423.17,4,1344
1966,29,5,SOUTH PLATTE RIVER NEAR WELDONA,6758500,54781.42,3,1365
1966,30,6,"SOUTH PLATTE RIVER AT COOPER BRIDGE, NEAR BALZAC",6759910,62682,4,1392
1966,31,8,SOUTH PLATTE RIVER AT JULESBURG,6764000,71986.17,5,1442
1965,0,92,SOUTH PLATTE RIVER BELOW ANTERO RESERVOIR,PLAANTCO,2908.83,57,912
1965,1,97,"S PLATTE RIV AB 11-MILE CANYON RES, NEAR HARTSEL",6695000,11228.33,60,931
1965,2,94,SOUTH PLATTE RIVER NEAR LAKE GEORGE,6696000,11219.67,58,936
1965,3,81,ROCK CREEK ABOVE CONFLUENCE WITH TARRYALL CREEK,2302915,636.92,50,864
1965,4,85,SOUTH PLATTE RIVER BELOW CHEESMAN RESERVOIR,6701500,20064.17,53,942
1965,5,95,NORTH FORK SOUTH PLATTE RIVER AT GRANT,PLAGRACO,6600.17,59,796
1965,6,92,NORTH FORK SOUTH PLATTE RIVER AT BAILEY,PLABAICO,8187.58,57,804
1965,7,84,SOUTH PLATTE RIVER AT SOUTH PLATTE,6707500,35291.42,52,943
1965,8,84,SOUTH PLATTE RIVER AT WATERTON,6708000,37094.67,52,956
1965,9,90,PLUM CREEK AT TITAN ROAD NEAR LOUVIERS,6709530,4471.58,56,770
1965,10,77,BEAR CREEK AT SHERIDAN,6711500,4752.08,48,993
1965,11,82,SOUTH PLATTE RIVER AT ENGLEWOOD,6711565,47575.17,51,994
1965,12,90,CHERRY CREEK AT DENVER,6713500,2754.58,56,1022
1965,13,81,SOUTH PLATTE RIVER AT DENVER,6714000,52326.25,50,1028
1965,14,94,CLEAR CREEK AT DERBY,6720000,25184,58,1273
1965,15,65,COAL CREEK NEAR PLAINVIEW,6730300,309.92,40,436
1965,16,89,BIG DRY CREEK AT WESTMINSTER,6720820,1676,55,666
1965,17,82,SOUTH PLATTE RIVER AT HENDERSON,6720500,74929.67,51,1290
1965,18,81,SOUTH PLATTE RIVER AT FORT LUPTON,6721000,76357.25,50,1300
1965,19,89,SOUTH BOULDER CREEK NEAR ELDORADO SPRINGS,6729500,5812,55,482
1965,20,94,MIDDLE BOULDER CREEK AT NEDERLAND,6725500,4513.08,58,512
1965,21,87,FOURMILE CREEK AT ORODELL,6727500,502.92,54,510
1965,22,89,LEFT HAND CREEK NEAR BOULDER,6724500,981.58,55,402
1965,23,85,BOULDER CREEK AT MOUTH NEAR LONGMONT,6730500,14402.92,53,587
1965,24,87,"ST. VRAIN CREEK AT MOUTH, NEAR PLATTEVILLE",6731000,32293.67,54,596
1965,25,40,LITTLE THOMPSON RIVER AT CANYON MOUTH NEAR BERTHOUD,LTCANYCO,515.42,25,194
1965,26,60,FISH CREEK NEAR ESTES PARK,6734500,110.83,37,254
1965,27,79,"BIG THOMPSON RIVER AT MOUTH, NEAR LA SALLE",6744000,15488.75,49,299
1965,28,82,SOUTH PLATTE RIVER NEAR KERSEY,6754000,143710.08,51,1344
1965,29,82,SOUTH PLATTE RIVER NEAR WELDONA,6758500,136199,51,1365
1965,30,85,"SOUTH PLATTE RIVER AT COOPER BRIDGE, NEAR BALZAC",6759910,153495.58,53,1392
1965,31,87,SOUTH PLATTE RIVER AT JULESBURG,6764000,160301.92,54,1442
1964,0,55,SOUTH PLATTE RIVER BELOW ANTERO RESERVOIR,PLAANTCO,1756.08,34,912
1964,1,18,"S PLATTE RIV AB 11-MILE CANYON RES, NEAR HARTSEL",6695000,3499.42,11,931
1964,2,19,SOUTH PLATTE RIVER NEAR LAKE GEORGE,6696000,4056.08,12,936
1964,3,11,ROCK CREEK ABOVE CONFLUENCE WITH TARRYALL CREEK,2302915,182.08,7,864
1964,4,13,SOUTH PLATTE RIVER BELOW CHEESMAN RESERVOIR,6701500,6567.08,8,942
1964,5,13,NORTH FORK SOUTH PLATTE RIVER AT GRANT,PLAGRACO,2457.83,8,796
1964,6,13,NORTH FORK SOUTH PLATTE RIVER AT BAILEY,PLABAICO,3116.5,8,804
1964,7,11,SOUTH PLATTE RIVER AT SOUTH PLATTE,6707500,12604.42,7,943
1964,8,16,SOUTH PLATTE RIVER AT WATERTON,6708000,14699.25,10,956
1964,9,26,PLUM CREEK AT TITAN ROAD NEAR LOUVIERS,6709530,1170.33,16,770
1964,10,10,BEAR CREEK AT SHERIDAN,6711500,1293,6,993
1964,11,16,SOUTH PLATTE RIVER AT ENGLEWOOD,6711565,16656.5,10,994
1964,12,13,CHERRY CREEK AT DENVER,6713500,699.17,8,1022
1964,13,11,SOUTH PLATTE RIVER AT DENVER,6714000,18124.17,7,1028
1964,14,11,CLEAR CREEK AT DERBY,6720000,10050.33,7,1273
1964,15,16,COAL CREEK NEAR PLAINVIEW,6730300,98.58,10,436
1964,16,63,BIG DRY CREEK AT WESTMINSTER,6720820,830.83,39,666
1964,17,11,SOUTH PLATTE RIVER AT HENDERSON,6720500,29513.08,7,1290
1964,18,10,SOUTH PLATTE RIVER AT FORT LUPTON,6721000,28837.75,6,1300
1964,19,15,SOUTH BOULDER CREEK NEAR ELDORADO SPRINGS,6729500,2672.67,9,482
1964,20,13,MIDDLE BOULDER CREEK AT NEDERLAND,6725500,2409,8,512
1964,21,24,FOURMILE CREEK AT ORODELL,6727500,248.5,15,510
1964,22,29,LEFT HAND CREEK NEAR BOULDER,6724500,450.67,18,402
1964,23,16,BOULDER CREEK AT MOUTH NEAR LONGMONT,6730500,6946.67,10,587
1964,24,13,"ST. VRAIN CREEK AT MOUTH, NEAR PLATTEVILLE",6731000,13923.67,8,596
1964,25,8,LITTLE THOMPSON RIVER AT CANYON MOUTH NEAR BERTHOUD,LTCANYCO,105.17,5,194
1964,26,5,FISH CREEK NEAR ESTES PARK,6734500,22.33,3,254
1964,27,18,"BIG THOMPSON RIVER AT MOUTH, NEAR LA SALLE",6744000,6673,11,299
